example_id,gold_intent,customer_message,predicted_intent,classification_method,top_similarity,decision,reason,intent_correct
122,account_access,@115850 why is there login problem? I have chngd my pwd 4 times till now and triedsigning in. still same error.. pwd incorrect.,account_access,keyword,0.6588144302368164,escalate,Account-specific access issues may require account verification.,True
123,technical_product_issue,"@AmazonHelp hello! I’m getting internet connectivity problem message, but that’s not true. Can u help?",technical_product_issue,semantic,0.791170597076416,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.791).,True
124,order_cancellation_modification,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",other_unclear,semantic_low_confidence,0.753305196762085,escalate,Intent is unclear or does not match a supported category.,False
125,package_not_received,What's going on @115821? Q40702658884 Has NOT been delivered despite your tracking info saying it has. Why do you keep losing our packages?,tracking_delivery_status,keyword,0.7781270146369934,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.778).,False
126,payment_unexpected_charge,Seems like I'm just catching mistakes from every company. @115821  @AmazonHelp is there a reason my payments to you guys have been steadily increasing when I'm supposed to be on the $10.99 monthly plan? Never received any notice of an increase... https://t.co/wMbFQvS8JZ,other_unclear,semantic_low_confidence,0.7244056463241577,escalate,Intent is unclear or does not match a supported category.,False
127,return_refund,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,other_unclear,semantic_low_confidence,0.7316673994064331,escalate,Intent is unclear or does not match a supported category.,False
128,other_unclear,"Nearly the best scam email I’ve received

Almost perfect bar the email address and the last Tuesday 19th of October was in 2010 @AmazonHelp https://t.co/h69SJUSsdK",other_unclear,semantic_low_confidence,0.8097406625747681,escalate,Intent is unclear or does not match a supported category.,True
129,payment_unexpected_charge,@AmazonHelp They were then charged again yesterday as part of the £85.13 https://t.co/TBpwWnyTMZ,payment_unexpected_charge,semantic,0.7799621820449829,escalate,Payment or charge issues may require account/order verification.,True
130,order_cancellation_modification,@AmazonHelp @AmazonHelp Can I cancel it? No point in it arriving tomorrow.,order_cancellation_modification,semantic,0.9262601733207704,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.926).,True
131,tracking_delivery_status,@AmazonHelp What is the latest update,tracking_delivery_status,semantic,0.961068034172058,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.961).,True
132,order_cancellation_modification,"@AmazonHelp please help. I need to cancel or re-route an order that was ordered by mistake! It just was ordered yesterday, and just shipped today!!",order_cancellation_modification,keyword,0.8886468410491943,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.889).,True
133,prime_membership_benefit,"@AmazonHelp No, none. What’s the point in paying for prime when you don’t receive your items the next day as stated?",prime_membership_benefit,semantic,0.8545341491699219,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.855).,True
134,return_refund,"@115850 My request to return Samsung charger Hz nt bn  resolved still now.No pick up agent.contacted
Order Details #405-5931534-9293161",other_unclear,semantic_low_confidence,0.6622321605682373,escalate,Intent is unclear or does not match a supported category.,False
135,order_cancellation_modification,@AmazonHelp @115850 I want compensation for cancelling my Order # 405-0487010-7723553.,order_cancellation_modification,semantic,0.8655907511711121,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.866).,True
136,other_unclear,@AmazonHelp I have replied to it already you dumbbells and you have already taken 2 days as you yourself asked for. Are you solving it now?,other_unclear,semantic_low_confidence,0.5675796270370483,escalate,Intent is unclear or does not match a supported category.,True
137,delivery_delay,@AmazonHelp Ordered on Tuesday evening for guaranteed Thursday delivery. Now delayed until 4 Dec at latest apparently.,delivery_delay,keyword,0.9035829901695251,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.904).,True
138,seller_marketplace,"@AmazonHelp I have replied on the same... How can amazon deny my A-Z claim just by listening to seller words?? I have provided DRS proof as well... without cross checking with courier ,how can amazon deny my request?? that means amazon supporting third party fake sellers",seller_marketplace,keyword,0.7421213388442993,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.742).,True
139,return_refund,"@AmazonHelp I am returning an order and have my proof from the post office, but not had a confirmation from you yet. Posted it Saturday. Thanks",return_refund,keyword,0.7925529479980469,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.793).,True
140,other_unclear,"@AmazonHelp No, via email",other_unclear,semantic_low_confidence,0.9349755048751832,escalate,Intent is unclear or does not match a supported category.,True
141,other_unclear,@AmazonHelp Eagerly waiting for results. Thanks for assisting @AmazonHelp,other_unclear,semantic_low_confidence,0.8710921406745911,escalate,Intent is unclear or does not match a supported category.,True
142,technical_product_issue,@AmazonHelp Started happening today.  Have had stick for a while but first time trying to use it to watch football.  The stick is warm to touch as well not sure if that matters,damaged_defective_wrong_item,semantic,0.6563627123832703,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.656).,False
143,damaged_defective_wrong_item,Bro.. I've received the wrong case from @115821 3 times in a row.  @AmazonHelp y'all got some explaining to do,damaged_defective_wrong_item,semantic,0.8430293798446655,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.843).,True
144,return_refund,@AmazonHelp What details return pick up was scheduled for 13th nov but no one came to pick up,other_unclear,semantic_low_confidence,0.8608635663986206,escalate,Intent is unclear or does not match a supported category.,False
145,prime_membership_benefit,"Hi there @115821! I was charged for Prime when I didn't want to be subscribed, help PLEASE. @AmazonHelp",prime_membership_benefit,semantic,0.8582674264907837,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.858).,True
146,tracking_delivery_status,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA509892981000",tracking_delivery_status,keyword,0.9952641129493712,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.995).,True
147,delivery_delay,"@115821 it's not even mid November, why is my package late?",delivery_delay,keyword,0.8388418555259705,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.839).,True
148,account_access,@AmazonHelp They said they couldn’t tell. I did recently cancel a UK account in October but was explicit that I wanted to keep the US account and was assured this would be ok. Because I was worried this might happen.,other_unclear,semantic_low_confidence,0.7474769353866577,escalate,Intent is unclear or does not match a supported category.,False
149,package_not_received,@115821 is fucking garbage I’m a prime member for no reason this is the 3rd time I bought something and they lost my fuckin package!,prime_membership_benefit,keyword,0.8265125751495361,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.827).,False
150,prime_membership_benefit,@AmazonHelp Is PRime charge for each country yu use? IE Im in canada and wanted to order something from US Amazon,prime_membership_benefit,keyword,0.7428529858589172,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.743).,True
151,other_unclear,@AmazonHelp Kindly call back explain!,other_unclear,semantic_low_confidence,0.9061435461044312,escalate,Intent is unclear or does not match a supported category.,True
152,other_unclear,@AmazonHelp ?!,other_unclear,semantic_low_confidence,0.9841949939727784,escalate,Intent is unclear or does not match a supported category.,True
153,technical_product_issue,"@119625
I am not able to access Amazon prime video app.",technical_product_issue,semantic,0.8314549326896667,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.831).,True
154,tracking_delivery_status,@AmazonHelp App still says will be delivered today. I appreciate it cannot give me a date until despatch but surely a ‘delayed’ notification possible?,delivery_delay,keyword,0.844733476638794,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.845).,False
155,package_not_received,@AmazonHelp This was the last update before I called amazon customer service today and that's when I found out it was lost.  I would of appreciated being notified of a lost or missing package instead of waiting for a package that was never coming. https://t.co/4lK4C9GKm3,package_not_received,semantic,0.8352658748626709,escalate,Customer explicitly requested human/customer support assistance.,True
156,prime_membership_benefit,"@AmazonHelp hi I accidentally bought a,prime membership how do I get a refund",return_refund,semantic,0.8660231828689575,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.866).,False
157,payment_unexpected_charge,待って最悪メールアドレス変えたの忘れててAmazonの支払い番号のメール届かない😩,technical_product_issue,semantic,0.8858667016029358,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.886).,False
158,technical_product_issue,"@115851 @115821 #Suffering frm last 7 days, without any fault.
Due to technical glitch/wrong info by @115821 
Sorry to say but such service was not expected",other_unclear,semantic_low_confidence,0.7158231735229492,escalate,Intent is unclear or does not match a supported category.,False
159,package_not_received,@AmazonHelp I have not received my product as of now but you guys are asking for my experience.. Here I am fighting for my and you are asking for my experience.. https://t.co/fGMhgnnrae,damaged_defective_wrong_item,semantic,0.7179703712463379,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.718).,False
160,payment_unexpected_charge,@117634 I've had a kindle unlimited payment of £7.99 debit my bank account. I don't have a Kindle????,other_unclear,semantic_low_confidence,0.8494440317153931,escalate,Intent is unclear or does not match a supported category.,False
161,order_cancellation_modification,@AmazonHelp @115851 Why my item was delivered after cancelling it through customer care. Why are u People torturing me .fed up past 6 days r true show of amazon,order_cancellation_modification,semantic,0.8103858232498169,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.810).,True
162,technical_product_issue,@115833 @121284 @AmazonHelp Is this correct? I can't find it in my iOS app. https://t.co/ExPKW5cbq5,other_unclear,semantic_low_confidence,0.8102136254310608,escalate,Intent is unclear or does not match a supported category.,False
163,technical_product_issue,@AmazonHelp But how can it be a deal of the day if it's not even available to buy? Makes no sense.,seller_marketplace,semantic,0.8178800940513611,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.818).,False
164,payment_unexpected_charge,夜にアマゾンで注文したんだけど、未だに支払いメールが来ない…在庫はあるみたいだったんだけどなぁ。,technical_product_issue,semantic,0.8746709823608398,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.875).,False
165,technical_product_issue,"@AmazonHelp Yes, still not working. Tried on 2 iPhones",technical_product_issue,semantic,0.7265815734863281,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.727).,True
166,return_refund,@AmazonHelp Already done 4 times no luck still waiting for 1of ur agents to pick up the return it’s like a punishment order from @171152,return_refund,keyword,0.8125376105308533,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.813).,True
167,account_access,@AmazonHelp seller central account remains suspended. No one can answer why? Can you help?,other_unclear,semantic_low_confidence,0.8943971395492554,escalate,Intent is unclear or does not match a supported category.,False
168,return_refund,"@AmazonHelp Thank you so much, I was rewarded my full refund 🙂",return_refund,keyword,0.9032115936279296,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.903).,True
169,technical_product_issue,"@AmazonHelp https://t.co/D45kFrjnfj  my colleagues are having the same issues, i've been trying to process orders for two hours now.",technical_product_issue,semantic,0.8135180473327637,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.814).,True
170,return_refund,@AmazonHelp You say this line and you ask me to return that item... then wait for 3-5 days for refund and then re order... I'm fed up of listening this bullshit . It's your mistake that you took 11 days and did nothing. I'm not gonna wait more.,return_refund,keyword,0.8236091136932373,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.824).,True
171,damaged_defective_wrong_item,"@115850 Very poor from Amazon. got an item different from what I ordered. no return, no refund. Poor customer service as well. https://t.co/0ISMh0gNUG",return_refund,keyword,0.8781353235244751,escalate,Customer explicitly requested human/customer support assistance.,False
172,delivery_delay,"Geht mir das so auf den Zeiger! Und dafür zahlt man  ""Prime""  und nein will nicht den Kundendienst kontaktieren,  bringt nix und mal nen Bonus fürs ewige verzögern bekommt man auch nicht!  @116316 https://t.co/TLGDb1sTzV",prime_membership_benefit,semantic,0.7230328917503357,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.723).,False
173,package_not_received,@115821 May I have customer service’s contact information? Tracking shows my package was delivered to a resident but we have not received it.,package_not_received,semantic,0.8406524658203125,escalate,Customer explicitly requested human/customer support assistance.,True
174,return_refund,"Is there anyone to help me out? Really very disappointed by @115850 don't know where my refund is, you guys have taken the product but didn't issue the refund yet. Kindly reply! https://t.co/RkXTeWX3CV",return_refund,keyword,0.8507774472236633,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.851).,True
175,other_unclear,@AmazonHelp form filled and submitted,other_unclear,semantic_low_confidence,0.9588025808334352,escalate,Intent is unclear or does not match a supported category.,True
176,prime_membership_benefit,"@115821 you signed me up for Prime w/o my knowledge then when I went to cancel it said I don't have Prime, now I've been charged! Disgusting!",prime_membership_benefit,semantic,0.8644119501113892,escalate,Message contains multiple potentially conflicting issues.,True
177,technical_product_issue,@AmazonHelp can u please intiate a private conversation so i can share the error message which im getting while sending the complaint.,technical_product_issue,semantic,0.882758617401123,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.883).,True
178,order_cancellation_modification,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,prime_membership_benefit,keyword,0.8798134326934814,escalate,Message contains multiple potentially conflicting issues.,False
179,other_unclear,@AmazonHelp No correspondence received whatsoever,other_unclear,semantic_low_confidence,0.9593069553375244,escalate,Intent is unclear or does not match a supported category.,True
180,technical_product_issue,@AmazonHelp I couldn't even view music from the app but it seems it have corrected itself. Thank you,technical_product_issue,semantic,0.7921852469444275,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.792).,True
181,delivery_delay,"@AmazonHelp form filled no reply yet
such an unstrustworthy service by amazon 3 days delayed from expected delivery date",delivery_delay,keyword,0.8705514073371887,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.871).,True
182,return_refund,"@AmazonHelp Please start with what I entered at https://t.co/vGP02JEJpy this morning, per your request last night. ""I've extended your extended"" was your response to that, without addressing whether or not I would be charged for not returning the items that I did not receive, etc.",payment_unexpected_charge,semantic,0.8638500571250916,escalate,Message contains multiple potentially conflicting issues.,False
183,account_access,"@115821 Is there a way to combine an old Amazon account and a current account, if I no longer have access to the old email? Thanks.",account_access,keyword,0.8378403186798096,escalate,Account-specific access issues may require account verification.,True
184,technical_product_issue,Hi @116935 if you accept user suggestions for your iOS app where would I send them?,return_refund,semantic,0.6690599918365479,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.669).,False
185,tracking_delivery_status,@AmazonHelp 連絡ありがとうございます！ツイートにはありませんでしたが、他にも品を購入し、発送先が台湾だったので国内での配送がヤマト運輸になるという事はありますでしょうか？明日朝届くので確認してみたいと思います。,technical_product_issue,semantic,0.7936081290245056,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.794).,False
186,seller_marketplace,"@AmazonHelp Ok
But we trust on you
Not on seller",seller_marketplace,semantic,0.8640251755714417,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.864).,True
187,seller_marketplace,@115830 Hiya! I'm trying to contact a seller for an order I placed but there's no option to on my account/orders. Please help!,seller_marketplace,keyword,0.8396440744400024,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.840).,True
188,account_access,"@AmazonHelp Done. Look forward to having this resolved at the earliest. Although please note that my concern is with Amazon US, not India. Also, I used my number to sign in through the app so I do not have any email associated with my amazon account.",other_unclear,semantic_low_confidence,0.824418306350708,escalate,Intent is unclear or does not match a supported category.,False
189,prime_membership_benefit,@AmazonHelp What about it being after the 2 day prime window like so many of my other orders?,prime_membership_benefit,semantic,0.843284010887146,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.843).,True
190,payment_unexpected_charge,"@115850 @AmazonHelp 
As per Great India Sale on 9th August to 12th August 2017, i should get 15% cashback of ₹750.60 for order value ₹5004 .I made payment using SBI Credit card through Amazon mobile app.But i had received only 10% cashback of ₹500.40 on 11th Nov 2017.",seller_marketplace,semantic,0.8688880205154419,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.869).,False
191,damaged_defective_wrong_item,@AmazonHelp This is what you get on the app not he best way to ship a kids toy would be best to ship it in a box as a standard to avoid ruining suprises https://t.co/fh2mrLu0F3,other_unclear,semantic_low_confidence,0.6765722036361694,escalate,Intent is unclear or does not match a supported category.,False
192,seller_marketplace,"@115850 hi there, need to discuss about selling our products through your site so plz let me know mail I’d &amp; phone number so that I can speak. No tool free number plz",seller_marketplace,semantic,0.7587060332298279,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.759).,True
193,return_refund,"Since 7th Sept 2017 I have not received refund from RBL Bk  Rs.6998/- Which is denied online debit card Amazon payment. But Amazon refunded  same to RBL Bk but till date RBL bk not refund to my account. Several times I have sent emails, spoken with custcare  officers",return_refund,keyword,0.7306293249130249,escalate,Message contains multiple potentially conflicting issues.,True
194,other_unclear,@AmazonHelp Done already,other_unclear,semantic_low_confidence,1.0,escalate,Intent is unclear or does not match a supported category.,True
195,other_unclear,"@AmazonHelp Still not working, any help?",technical_product_issue,semantic,0.984131157398224,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.984).,False
196,seller_marketplace,@AmazonHelp 3rd party seller,seller_marketplace,semantic,0.9980527758598328,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.998).,True
197,package_not_received,@115830 Recent Prime order not received. @126705 says delivered. How to obtain proof of posting needed to claim from @126705? Thx.,other_unclear,semantic_low_confidence,0.7663326263427734,escalate,Intent is unclear or does not match a supported category.,False
198,prime_membership_benefit,@AmazonHelp Disappointed being a prime customer.,prime_membership_benefit,semantic,0.8983389139175415,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.898).,True
199,tracking_delivery_status,"@AmazonHelp my delivery date says pending, but before it said the 11th. Does this mean that you're unsure when I'll get my package?",delivery_delay,semantic,0.8167157769203186,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.817).,False
200,delivery_delay,"@115830 Hi. I placed an order a month ago, delivery date exceeded. No item delivered. No response from emails sent. Both seller and amazon",seller_marketplace,keyword,0.8280888795852661,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.828).,False
