example_id,gold_intent,query,rank,similarity,historical_case_id,historical_customer_message,historical_amazon_response
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",1,0.7600357532501221,2979582,"@AmazonHelp Thanks, many many ongoing issues with delays dispatching orders, missing orders, poor packaging resulting in items being lost in transit and just outright rude support sadly. Was told by a rep today that ""I shouldnt have gotten a free month of prime as compensation""",@821742 Oh my! I'm terribly sorry for the poor experience. This isn't what we hope for! Is one of your current order delayed or missing? ^HS
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",2,0.7586170434951782,318658,@AmazonHelp Pay £75 a year for prime and still not delivered 2 days after it should have been. Twice this has happened now,"@192019 Apologies, this is not the service we expect. What does the latest tracking advise - https://t.co/Jr1kcqQUJY ? ^TP"
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",3,0.7510212659835815,205014,@115821 @AmazonHelp What is going on with Prime? Customer service is horrible! What has happened @115851 I have had prime since month 1.,"@164558 I'm very sorry for the poor experience! Without providing account details, will you tell us more about what's happened? ^WT"
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",4,0.7400388717651367,1412424,@AmazonHelp AMZL has delayed with no explanation and refunded instead of delivering.  Seems pointless to pay for Prime if you can't deliver.,"@448221 We'd like to work with you about this issue, Kyle. Please use this link for further assistance: https://t.co/Z5giwiICIP ^TH"
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",5,0.738115668296814,721743,@AmazonHelp this is literally like the fourth time a next day package has been delayed. Idk why i even pay for prime.,"@292777 I'm sorry for the delays! Under the tracking info of these orders, who's the carrier: https://t.co/Y5jpI9gRhE? ^WT"
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,1,0.7489408254623413,191640,"@AmazonHelp There is no correspondence from your side via email, I have checked my emails.","@161042 Please check the spam folder. If you haven't received any, please share your details and we'll get back to you. ^HD"
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,2,0.745370626449585,18911,@AmazonHelp Where you send correspondence ?? I did not get any correspondence.,"@120227 It has been sent to your registered email address, please check and revert. ^HN"
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,3,0.7269185185432434,919399,"@AmazonHelp Mail me separately for the correspondence you talking about. 

Call me if you want",@338251 We'll not be able to contact you Twitter. Request you to write back to the correspondence received from (1/2) ^GK
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,4,0.7184025049209595,2179074,@AmazonHelp NO correspondence has been received. If you want to assist kindly refund my money  and stop harassing me.,@356999 You can find all the emails sent by us here: https://t.co/DwIqhfTKvf ^SH
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,5,0.7126660346984863,430049,"@AmazonHelp no, i have not recieved any correspondance from your company","@216871 Apologies for the experience. In this case, we request you to share your details again. We'll check this and assist you. ^SV"
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,1,0.8145197629928589,778197,Got my copy of @127390’s new book but @115821 has decided to damage the hardcover of it. Signed copy is now damaged 😭😭,@293987 I'm sorry your order arrived in this condition. Let's explore your return/replacement options here: https://t.co/nEGjH1lKkX ^GG
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,2,0.7834888696670532,570043,"@115821 @AmazonHelp I ordered this book and it was ruined by being carelessly folded and smashed into my mailbox. I ordered a replacement and again, it was ruined. Can’t even turn the pages. I would really like a nice copy of this book but it seems unlikely, I guess. 😑🙁 https://t.co/n1dHQ65xrm",@253807 Uh no! I am so sorry about your delivery! You can check out your return options here: https://t.co/uajGGw57CT ^LS
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,3,0.7724341154098511,1599748,@AmazonHelp @127390 I’m not sure what to because the signed book is out of stock...so if I return it I won’t get a signed one,@491231 I'm so sorry for the condition of your book! Please reach out to us so we can look at options: https://t.co/EKXRLsnxJu ^AM
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,4,0.7608498930931091,1544998,"@AmazonHelp Who do I need to contact about exchanging a book whose return window closed but it's a misprint to get a new, correct copy?","@478525 Hi there, is your order sold by a third party seller, or by Amazon? You can check here: https://t.co/Y5jpI9gRhE ^DW"
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,5,0.7569496035575867,440442,@AmazonHelp I am so sick of getting damaged books from Amazon .This latest one looks like it was used as a frisbee. No more!!,@219500 I'm sorry you're receiving damaged books! Do you think this is due to poor packaging or poor handling? ^EM
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",1,0.7796400189399719,694415,@115850 got charged twice for the same order. How do we get in touch?,"@285584 I'm sorry for the inconvenience, please contact us here https://t.co/vlvfJr4nN9. Our support team would assist you accordingly. ^MD"
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",2,0.7633671760559082,199639,How have @115821 charged me twice for an item they said they were going to cancel 🤔 not happy,@163088 I'm sorry for the unexpected charge! We'd like to help! What's the status of the order here: https://t.co/aaDyEz1VgE? ^WT
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",3,0.7532055974006653,2278666,@115821 Guys! who do I talk to about being billed twice for the same item?  Thanks,@662542 Oh no! I'm sorry about the unexpected charge! Have you checked out this page: https://t.co/btIPenP2DF on unexpected charges? Please let us know if that helps! ^LB
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",4,0.7238277196884155,2142929,It seems that @115821 charged me twice for a recent order by accident. Having trouble finding what I should do to resolve this issue. @AmazonHelp,"@630054 Hello! We wouldl like to look into this issue with you in real-time, please contact us here: https://t.co/hApLpMlfHN ^LS"
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",5,0.6971865892410278,445627,Never had a problem with @115830 in my life but woke up to the news that they just double charged me for my order isn't great. Then called their customer service and the guy is trying to say its a service charge? Nu uh honey!,"@220523 Hello, could you please confirm: are there two exact same charges for the same amount on your statement? ^BD"
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,1,0.6477401256561279,422945,@AmazonHelp j'ai une question j'ai précommander 2 jeux mais 1 jeux sur 2 pourra être payer car je peux payer que 80 Euro une solution ?,"@215713 Bonjour, chaque commande n'est prélevée qu'au moment de l'expédition. Pouvez-vous m'expliquer davantag votre problème? ^ARC"
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,2,0.6207939982414246,2903520,@AmazonHelp C'est quoi cette histoire de demande de fax ???,"@804140 Bonsoir, rencontrez-vous un souci avec votre compte Amazon ? ^ME"
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,3,0.6121314764022827,2903507,"@AmazonHelp Oui mon compte est verrouillé et je ne comprend pas pourquoi, j'ai reçu une demande de fax, je ne la comprend pas non plus","@804140 C'est une mesure de sécurité, je vous prie de répondre à l'e-mail reçu en envoyant les documents demandés afin de rétablir l'accès à votre compte client. ^ASZ"
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,4,0.6121006608009338,1078143,@120533 c'est possible de faire une commande sur https://t.co/SknSnSXQ7W ? Car j'ai trouvé un truc pour ma voiture et c'est urgent :(,"@374343 Bonjour, chaque site Amazon est indépendant. Pour https://t.co/st4oU5QbhP, vous devez ouvrir un nouveau compte. 1/2
^MD"
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,5,0.6111293435096741,2427427,"@AmazonHelp C'est fait ! Une solution à été trouvée, je vous remercie :)",@696992 Heureux de l'entendre ! Très bonne soirée à vous :) ^MH
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,1,0.8398892283439636,2236403,@AmazonHelp @115850 @115850 #worstservice by Amazon. You just lost a customer. Can’t even deliver a right product. #disappointed six times wrong product for same order https://t.co/NqHQHcSZkP,@467065 We apologize for the delay. We shall ensure to get the order home at the earliest. ^BA
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,2,0.839828372001648,1800815,"@115851 ,@115850 @4773  Hello sir
 
This is to bring to ur notice about my worst experience with Amazon.","@541092 Apologies for any ordeal, Sudharsanan. Could you let us know what went wrong? We'd like to look into it. ^HD"
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,3,0.8390960097312927,644718,@115851 @115850 Amazon.in Order # 406-9047234-6277910,"@267722 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR"
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,4,0.8236669301986694,971837,@115850 @115821 @AmazonHelp https://t.co/qOf92ThiwZ,@182456 Apologies for the trouble with your order. Please reach our support team here: https://t.co/vlvfJr4nN9 for further assistance. ^RS
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,5,0.8236382007598877,832122,@115850 @AmazonHelp terrible experience from customer and delivery service. false information. ORDER # 171-5576429-2879561,@318182 Request you to provide your details through the link provided here: https://t.co/rsotkJsDSK so that we can 1/3 ^SH
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,1,0.8067029714584351,2305790,"プライム会員歓喜やんけ！！
Amazon Musicで配信開始

『ペルソナ5』オリジナル・サウンドトラックのアトラスサウンドチームを見る https://t.co/p8EEZta0DI https://t.co/jfJVFnREiu","@668972 |ω・)
ぜひ聴いてみてください( *• ̀ω•́ )b✨ YM"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,2,0.7545239925384521,2715902,プライム会員価格に惹かれてAmazon Music Unlimited試し中,"@762371 リプライ失礼いたします、Amazon公式です m(_ _)m
Amazon Music Unlimitedをお試しいただき、ありがとうございます！ご満足いただけるサービスを提供できるよう今後も改善に努めてまいります。お楽しみいただければ幸いです😀 HM"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,3,0.7512199282646179,667753,プライム会員有能すぎて毎週Amazonで注文しちゃうな,@279165 ありがとうございます。サイバーマンデーもございますので、お待ちしております。https://t.co/Os1BayIm3p ( ´艸｀) ｳﾌﾌ ET
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,4,0.750562310218811,513581,Amazonのプライム会員に登録した。,"@238201 Amazonプライムにご登録いただきありがとうございます✨
さまざまな特典をご用意しておりますので、存分にご活用ください🙇‍♂️　MH https://t.co/WPEyuRHxfX"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,5,0.75046706199646,1428638,Amazonプライム会員になったから今からドクターXみる,"@451850 プライムの世界へようこそ！https://t.co/FJh7vAncqv
プライム・ビデオでは様々なジャンルの作品を取り揃えております。ぜひ存分にお楽しみください♪ RI"
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",1,0.8146292567253113,2864662,"@AmazonHelp Sent, what do I do now?",@451681 A member of our team will look over the information you provided and your account.  ^TR
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",2,0.8076629042625427,1018180,@AmazonHelp Still waiting for your reply,@199686 We have received your details. We are working on it and will get back to you with an update at the earliest. ^HR
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",3,0.8069078922271729,724236,@AmazonHelp Yes I am waiting still,@293453 Is there new update on the tracking of the order?^CD
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",4,0.8058633208274841,2975781,@AmazonHelp Still haven’t received it,"@717804 We can discuss your order in real-time, Ashleigh. When you have the time, give us a shout here: https://t.co/JzP7hlA23B. ^SK"
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",5,0.8033362627029419,1033086,"@AmazonHelp I did this yesterday which is when I was told it would arrive today.
So I spent the day waiting....","@364425 When you spoke with us directly, did we indicate a date we can refund or replace the order if it hasn't arrived? ^JR"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,1,0.6885160803794861,679886,@115850 My order is expected to arrive tomorrow. Plz deliver it asap or by today evening. It's urgent. Please help.,"@282216 I understand the urgency of your request, Sushil. However, our products are shipped on time so they can reach you by the estimated delivery date. Request you to please wait. Appreciate your patience. ^SF"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,2,0.6878707408905029,2825684,Hey @115850 can you please ship my dispatched orders which are about to arrive on 1st dec and 5th dec by 30th Nov. Cause i'm going outstation for 1 month and i'll need those items there. Please its a request ..please,"@787156 I understand your necessity, Vinay. However, the delivery estimate is calculated based on multiple criteria and the deliveries are mapped depending on the estimates provided. Hence, I'm afraid we won't be able to expedite the shipping process. ^RI"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,3,0.643959641456604,2033013,@115850 Hi Need help regarding one order? Its been booked in 20 Nov and showing delivery on Jan?,@205891 We understand your concern regarding the delivery of your order. Kindly connect with us here: https://t.co/rS49hgaADF and we will assist you accordingly. ^VH
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,4,0.6344317197799683,780365,@115850 one of my orders is supposed to be delivered between 11 October to 16 oct but I will be leaving town before 16th!,@306315 Kindly request you to wait for the same. 2/2^AP
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,5,0.630888819694519,1043167,"@115850  , Request to pls if possible arrange delivery on priority , I m kind of in hurry order 402-4677569-4810748","@366684 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^SY"
40,payment_unexpected_charge,"@AmazonHelp It was placed on 10 November, the second charge for the same amount was on 13 November. Exact same amount. Only received one confirmation email though.",1,0.7699828147888184,317899,@AmazonHelp I brought something on amazon on the 6th September and I have been charged twice since and been sent the same product twice,@191863 Strange - did you request a replacement - or was the order duplicated ? Pls check here:  https://t.co/aaDyEz1VgE ^TD
40,payment_unexpected_charge,"@AmazonHelp It was placed on 10 November, the second charge for the same amount was on 13 November. Exact same amount. Only received one confirmation email though.",2,0.737298846244812,984189,"@AmazonHelp No, I was charged for both orders on the 20th which was expected and then today I was charged the exact same two orders a second time","@353319 Apologies, please contact us here: https://t.co/JzP7hlA23B so an agent can look into this for you. ^JJ"
40,payment_unexpected_charge,"@AmazonHelp It was placed on 10 November, the second charge for the same amount was on 13 November. Exact same amount. Only received one confirmation email though.",3,0.7256722450256348,2634133,@AmazonHelp it was originally expected by oct 27 but then it changed to nov 2,@743706 Thank you for confirming. Will you confirm if your order was fulfilled by us or a third-party seller on the site? That information will also be listed in your order details. ^SK
40,payment_unexpected_charge,"@AmazonHelp It was placed on 10 November, the second charge for the same amount was on 13 November. Exact same amount. Only received one confirmation email though.",4,0.723057746887207,2728066,@AmazonHelp placed an order not yet been charged. When will I be charged for it ?,@725576 Hi there! You will be charged for the order once it ships. You can check on the tracking here: https://t.co/aaDyEz1VgE ^SM
40,payment_unexpected_charge,"@AmazonHelp It was placed on 10 November, the second charge for the same amount was on 13 November. Exact same amount. Only received one confirmation email though.",5,0.7187337279319763,1005133,@AmazonHelp @357901 Hello. Yes. It was a single order &amp; the two charges were identical. The bank said Amazon's credit was reversed &amp; now I have two charges.,@357902 I'd like a member of our team to review these transactions. Please provide your details here: https://t.co/WjVHhvLkWQ ^KP
41,damaged_defective_wrong_item,@AmazonHelp U call me on 9987825000 nd solve this.. sending second hand stuff while seeking payment for nee brand stuff,1,0.7516564726829529,1108252,"@AmazonHelp I need actually help from https://t.co/IKYljKzc3O - Associates as I am waiting since months for my payments and they don`t solve the issue, because I haven`t received one of them. Do you have a telephone number?",@381554 Hi Stefanie. Please get in touch via this link - https://t.co/4iitRbzq3W ^TP
41,damaged_defective_wrong_item,@AmazonHelp U call me on 9987825000 nd solve this.. sending second hand stuff while seeking payment for nee brand stuff,2,0.7515564560890198,2827200,@AmazonHelp @115850 if you want I will continue with u call me on 9467658408 and solve my problem as ur customer care failed for the same,"@787146 We've responded to your query here: https://t.co/6atGE6v0KY Kindly check.
Please don't provide your contact details, we consider it to be personal information. Our page is visible to the public. ^SY"
41,damaged_defective_wrong_item,@AmazonHelp U call me on 9987825000 nd solve this.. sending second hand stuff while seeking payment for nee brand stuff,3,0.7511953115463257,965128,@AmazonHelp I will give them again to u make sure some1 calls me.,"@326613 Sure, Sachin. Our team will check and will give you a call at the earliest. Request you to wait. ^NK"
41,damaged_defective_wrong_item,@AmazonHelp U call me on 9987825000 nd solve this.. sending second hand stuff while seeking payment for nee brand stuff,4,0.7456256151199341,2132890,@AmazonHelp Its also asking for payment details,@627595 Have you signed an Amazon.de Prime membership? https://t.co/sx0Jye7q9B Payment details usually are for age verification.  ^MH
41,damaged_defective_wrong_item,@AmazonHelp U call me on 9987825000 nd solve this.. sending second hand stuff while seeking payment for nee brand stuff,5,0.7438769340515137,970597,@AmazonHelp I have already replied on the mail guys...Please reach out to me. I am again sharing my number 9007784117,@350312 We must have sent a correspondence here: https://t.co/DTSNmGldJf. Request you to check and respond for further 1/3 ^SB
42,other_unclear,@115850 I think I've made some drawings over my personal info. 😒😒,1,0.7531651258468628,989909,@115850 thank u...😋😋,@354487 You are most welcome and thank you for reaching out to us today. ^JS
42,other_unclear,@115850 I think I've made some drawings over my personal info. 😒😒,2,0.7493530511856079,397315,@115850 Yahh done..✌✌😊,@210097 Great! Wishing you luck for the contest :) ^BS
42,other_unclear,@115850 I think I've made some drawings over my personal info. 😒😒,3,0.7141201496124268,397307,@115850 Done Already Hope You Noticed My Efforts 💟,"@284286 Glad to hear that, Netaji. Wishing you luck for the contest. :) ^NK"
42,other_unclear,@115850 I think I've made some drawings over my personal info. 😒😒,4,0.7124671339988708,2827673,@115850 @115821 ... you better look into this..,@787586 That's unusual! Apologies for the trouble. Please contact our support team here: https://t.co/HQhpS2qeEd and we will have a closer look on this. Please don’t provide order details as we consider them to be personal info. Our Twitter page is visible to public. ^BS
42,other_unclear,@115850 I think I've made some drawings over my personal info. 😒😒,5,0.7032430171966553,780616,@115850 @115821 The first one ☝️ https://t.co/Xr2BvGEZnl,"@306379 Sorry to know you received a used product, we certainly did not expect this to happen. 1/2 ^PS"
43,delivery_delay,"@116245 Update: It's 15 minutes past the delivery slot, presumably the last one of the night - nothing.

So.. where do we go from here @ArgosHelpers? Do I call again tomorrow, to schedule yet another delivery for it to be missed again? Or should I just cancel and order from @115821? 🤔",1,0.7437543869018555,2742949,@115821 again they promise delivery Sunday &amp; yep no delivery,"@164469 I'm sorry for the delay! For clarification, was delivery ever attempted on Sunday? Also, what does the current tracking show? You can find tracking here: https://t.co/Y5jpI9gRhE ^KN"
43,delivery_delay,"@116245 Update: It's 15 minutes past the delivery slot, presumably the last one of the night - nothing.

So.. where do we go from here @ArgosHelpers? Do I call again tomorrow, to schedule yet another delivery for it to be missed again? Or should I just cancel and order from @115821? 🤔",2,0.7278342247009277,231334,@115850 there's an order out for delivery since 6 am. Now it's 3 pm and I'm waiting at home since then. Calling hasn't helped at all,"@171096 Sorry for the disappointment, Sandeep. Usually, the packages which are 'out for delivery' are delivered (1/2) ^KA"
43,delivery_delay,"@116245 Update: It's 15 minutes past the delivery slot, presumably the last one of the night - nothing.

So.. where do we go from here @ArgosHelpers? Do I call again tomorrow, to schedule yet another delivery for it to be missed again? Or should I just cancel and order from @115821? 🤔",3,0.7215261459350586,1508638,What do you do when @115850 has said yesterday morning that your order is out for delivery and it still hasn't arrived today at 7:30pm?,@470166 I'm sorry to hear that. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you further. ^NK
43,delivery_delay,"@116245 Update: It's 15 minutes past the delivery slot, presumably the last one of the night - nothing.

So.. where do we go from here @ArgosHelpers? Do I call again tomorrow, to schedule yet another delivery for it to be missed again? Or should I just cancel and order from @115821? 🤔",4,0.7168350219726562,1551308,Seriously @115821 again your next day delivery is delayed and I’m told it’ll be delivered in a week? This has happened on the past 10 orders,@480048 I'm sorry for the delay! Is the same carrier used when the orders are delayed? You can check here: https://t.co/Y5jpI9gRhE ^BH
43,delivery_delay,"@116245 Update: It's 15 minutes past the delivery slot, presumably the last one of the night - nothing.

So.. where do we go from here @ArgosHelpers? Do I call again tomorrow, to schedule yet another delivery for it to be missed again? Or should I just cancel and order from @115821? 🤔",5,0.7167216539382935,2431229,@115821 And delayed again for another day by AMZL @AmazonHelp. The fulfillment center in only 20 minutes from my house! #amazonAMZLfail,@697878 I am so sorry about the delay! Did you receive an e-mail explaining the delay? ^LS
44,delivery_delay,"@115850 ordered, paid extra 100/- for delivery on next day. Was supposed to receive it yesterday but now date given is 1st Dec.
Was in urgent need. Pls check if it's coming today or else refund the extra 100 Rs. For Next day.
Tracking # 911149535738
Order # 408-5560141-4889121",1,0.7821391224861145,1056830,@115850   parcel no 911146544900(Amazon transport company) did not received while i paid Rs 100 extra for one day delivery.,"@369525 We're sorry about the miss, Sandeep. Please connect with us here: https://t.co/vlvfJr4nN9 and we'll check right away. ^HK"
44,delivery_delay,"@115850 ordered, paid extra 100/- for delivery on next day. Was supposed to receive it yesterday but now date given is 1st Dec.
Was in urgent need. Pls check if it's coming today or else refund the extra 100 Rs. For Next day.
Tracking # 911149535738
Order # 408-5560141-4889121",2,0.7653229236602783,1222650,"@115850 @115850 I paid extra 100 rs as i wanted product today
Now i received sms that it would not be delivered today &amp; will be done 2morrow
2/2",@406894 Apologies for the delay. Kindly reach out to our support team using the link provided earlier so that we can help you. ^SS
44,delivery_delay,"@115850 ordered, paid extra 100/- for delivery on next day. Was supposed to receive it yesterday but now date given is 1st Dec.
Was in urgent need. Pls check if it's coming today or else refund the extra 100 Rs. For Next day.
Tracking # 911149535738
Order # 408-5560141-4889121",3,0.7607266902923584,994301,@115850 paid 100extra for urgent delivery but after 6 days still undelivered. Had to cancel order. Hope get the refund timely.,"@355525 I'm sorry about the trouble with your order. We’d like to help, please share your details here: https://t.co/beaaDm0muc ^VR"
44,delivery_delay,"@115850 ordered, paid extra 100/- for delivery on next day. Was supposed to receive it yesterday but now date given is 1st Dec.
Was in urgent need. Pls check if it's coming today or else refund the extra 100 Rs. For Next day.
Tracking # 911149535738
Order # 408-5560141-4889121",4,0.7434427738189697,979370,"@115850 where the hell is my order 408-9763329-2429942 ???
Either deliver it today EOD or don't deliver it at all and refund my money. 😡","@352265 We're sorry about any delay, Gaurav. Please fill up this form: https://t.co/GIJyeYqKE0 and we'll reach out to you. ^HK"
44,delivery_delay,"@115850 ordered, paid extra 100/- for delivery on next day. Was supposed to receive it yesterday but now date given is 1st Dec.
Was in urgent need. Pls check if it's coming today or else refund the extra 100 Rs. For Next day.
Tracking # 911149535738
Order # 408-5560141-4889121",5,0.7372288703918457,230138,"@115850 I have not received Order #402-5024592-7887529 put on September 18, 2017. In status, this shows delivered.",@170834 That's unusual. Kindly report it here: https://t.co/vlvfJr4nN9 and we'll look into this right away. ^HK
45,payment_unexpected_charge,@AmazonHelp I would like to manage payments through the same app I purchase. That seems to be something worth looking into creating if doesn’t exist,1,0.7450366616249084,384501,@AmazonHelp I’m referring to the Amazon app. My amazon account is with chase bank and that is where I have to make payment.,@206994 Please reach out to us here: https://t.co/hApLpMlfHN and we can have a look into it. ^PK
45,payment_unexpected_charge,@AmazonHelp I would like to manage payments through the same app I purchase. That seems to be something worth looking into creating if doesn’t exist,2,0.6907950639724731,2403017,"Dear @115850 plz add some more payment option like Post Paid or LandlineBill payment options to #AmazonPay
Don't like to use 3rd party app",@362036 I'll surely pass along your inputs internally to the concerned team. Thanks for your feedback. ^HK
45,payment_unexpected_charge,@AmazonHelp I would like to manage payments through the same app I purchase. That seems to be something worth looking into creating if doesn’t exist,3,0.6658221483230591,982933,"@AmazonHelp 
UPI payment option available?",@353035 Currently we don't have UPI as a payment option. Please refer here:https://t.co/Edw3WWzMPo for accepted payment methods. ^HA
45,payment_unexpected_charge,@AmazonHelp I would like to manage payments through the same app I purchase. That seems to be something worth looking into creating if doesn’t exist,4,0.662952184677124,695186,@AmazonHelp Does the iOS app not support AmazonSmile purchases? I do not see a way to tag my purchase for supporting my desired affiliate.,"@285796 AmazonSmile purchases can't be made via our apps, only the https://t.co/z715HZipmg website. ^WJ"
45,payment_unexpected_charge,@AmazonHelp I would like to manage payments through the same app I purchase. That seems to be something worth looking into creating if doesn’t exist,5,0.6607027053833008,2105788,@AmazonHelp I used the app. I've always used the app when placing orders,@479300 Please try these steps to help with finding your parcel &amp; let us know if you still can't: https://t.co/awj2Cn7BsS ^TM
46,payment_unexpected_charge,@115821 fake invoice in 1 case shipping chg with gst in another shipping chg without gst. https://t.co/VQWeqm5fNH,1,0.7026397585868835,244169,Since @115850 adds GST in the invoice there should be a provision to add buyers GSTIN in the invoice as well. Please suggest solutions.,@173982 We understand your concern. Please reach out to our support team here : https://t.co/vlvfJr4nN9. We will look into it. ^SB
46,payment_unexpected_charge,@115821 fake invoice in 1 case shipping chg with gst in another shipping chg without gst. https://t.co/VQWeqm5fNH,2,0.6689580678939819,2378495,@AmazonHelp We are also in business. GST returns not filled invoice can be modified and when I ordered immediately mailed in few hours about this prob not after delivery.sad to know this kind of response,@685941 I understand your concern. Please fill in your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN
46,payment_unexpected_charge,@115821 fake invoice in 1 case shipping chg with gst in another shipping chg without gst. https://t.co/VQWeqm5fNH,3,0.6675325632095337,526604,@AmazonHelp I tried but they have no idea. Some reply asked to send gst invoice and some deny GST treatment. Please connect me to someone who can actually make things clear.,@241869 That's odd! We'd like to look into it. Please share your details here: https://t.co/beaaDlIL5C we'll reach out to you. ^AP
46,payment_unexpected_charge,@115821 fake invoice in 1 case shipping chg with gst in another shipping chg without gst. https://t.co/VQWeqm5fNH,4,0.6483834981918335,377951,@115850 I have registered it now send me revised invoice with my GST no,"@205682 Thanks for that, Pathik. Please fill in the details here: https://t.co/beaaDlIL5C and we'll contact you at the earliest. ^HS"
