case_id,customer_message,amazon_response
75818,"@119625 @132976 Woah! This is life, the stuff that you wait for between periods of living. Already making plans for Dec 8. #TheGrandTour &lt;3",@132975 We hear you!! Can you tell us more about your love of grand tour :https://t.co/3d1RW7myua ^HR https://t.co/J43HhvBL4d
75827,"El concepto de Amazon locker de @116928 es muy bueno, pero llega @80 y lo jode. Depositan los pedidos a ultimísima hora de la tarde haciendo de facto que el pedido tarde un día más.@80  dando ese toque de picaresca tan español.","@132977 Hola, sentimos los inconvenientes. ¿Nos podrías indicar si tienes algún pedido pendiente de entrega? ^KA"
75835,@AmazonHelp Already shared the info over the link of my order will not be delivered at 8pm today (your decided delivery time ) then cancel my order refund my money and close my @115850 account permanently i don't wanna use shitty amazon services @115851 @132981,@132980 Thank you for sharing your details. We'll work on this and get in touch with you at the earliest. ^BV
75852,Got a shoot coming up this Saturday but .. lights are not gonna come on time!:( @115821 please bring same day delivery here soon! 🙏🏿,@132983 Oh no! What delivery date was provided in your order confirmation email? ^TS
75859,@AmazonHelp No mail in junk and spam https://t.co/WFEvqr5kXu,@132984 We understand your account has been on hold and you've not yet received an email from our account specialist teams. Once an account is on hold our teams usually take 1-2 weeks for them to review your account and get in touch with you. ^VM
75863,@AmazonHelp Thanks.......,@132984 You're welcome. ^AP
75869,"@AmazonHelp Already did... I hope u guys take care of it properly, coz delivery agency is neither professional nor their the staff. Spoiling your name.","@132985 I get your concern regarding the delivery of your order. Please don't worry as you've reported it to our support team your concern will be taken care of. Also, as informed we'll have your package delivered to you by 7:00PM. Appreciate your understanding. ^KH"
2932857,"Had places the order last night. Thank you, @115850, for your always-fast delivery! @116327 #JioFi https://t.co/NJsNCHMPet",@811069 Wow! We are glad to hear that. Amazing to receive your orders fast isn't it? :) ^BS
75875,"@132703 @116928 Buenas tardes. En ASM tienen mi pedido (31__credit_card__) desde ayer, día de entrega inicialmente previsto. Hoy me informan por sms de que la entrega se hará la próxima semana. ¿5 días para llevar al domicilio lo que tienen en su almacén? Gracias","@132986 ¡Hola Antonio! Siento mucho el inconveniente. En este caso por favor entra en contacto directamente con la transportadora en el enlace abajo, para obtener más información sobre tu pedido: https://t.co/meqnr4QIaC. ^NP"
75883,What about the result @115850 https://t.co/wgKnWUL648,@132990 The results are not out yet. Please stay tuned. ^YP
2435200,"@AmazonHelp 4) block my account and send you info u dont need. I gave u the needed info, name, #, cvc, expiry date, u have no right to ask m",@698721 Please reach out to an Account Specialist. They can be reached by phone: 08081453760 or e-mail: https://t.co/BQ0nIvobZB ^AF
2932864,"@115821 I received Some books And I want to check iT with my ordering And I can’t enter my account due to a stupid question like full name that Should match Your data, but iT doesn’t, what is the use of your sms verificatie code ...🤔🤔  And no reaction on my email..😡😡","@810671 Hi, sorry to hear you are having issues logging into your account. Is your account with Amazon US/UK or another location?^ES"
2435204,Cancelled the order still it is showing the item is on its way. Tired with all time same issue😔 @115821 @115850,@698723 Sorry to know about that. Our team would be happy to help you out! Please contact us from here: https://t.co/vlvfJr4nN9 ^MP
2435206,I returned an item with missing screws to Amazon at cost of £8.39. Disappointed to receive only £4.75 back in refund. See pic. @AmazonHelp https://t.co/LfOXlADOBa,@698724 So sorry for the problems regarding your refund! Let's take a closer look into his in real time here: https://t.co/JzP7hlA23B ^JZ
2932866,@AmazonHelp Yes,"@146144 You will get 1 Year warranty with the product. For further assistance from the brand, you may visit the link here: https://t.co/k1SB1BJYrv ^RW"
2435212,@116439 hi why does not exist a NHL App at fire tv amazon? I am writing from germany,"@698727 Hi, Only the developer of the app can give you information about this. Kind regards, ^SI"
2435214,"@115850 i order 1 set of ladies suit from ur website, and rec. v. Big box with only duppata &amp; legs cloth pc but no suit cloth pc?why?how?",@123159 I'm sorry to know about the situation. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
75929,@AmazonHelp I keep getting the DRM message and I have to delete the book off my kindle and redownload it. It's not all of my books but its been happening often. It's just inconvenient when Im on the go and want to read but then I can't because I have to redownload the book.,@132999 Can you contact us directly so that we can look into this for you? You can get in contact via this link: https://t.co/hApLpMlfHN ^KI
2435228,@AmazonHelp Details have already been submitted.,"@120780 If you've provided your details, we'll connect with you soon. Keep an eye on your mailbox. ^AS"
75936,"@120533 @120534 
Vous n'en n'avez pas marre de systématiquement prendre les gens pour des cons ? Surtout quand il y a bien quelqu'un. Faudrait revoir la fonction même de votre métier. https://t.co/i7Ug2bro6E","@133000 Bonjour, je suis sincèrement désolé pour cela. Je vous invite à contacter notre SAV afin de localiser le colis. Veuillez le faire via le lien suivant :  https://t.co/hgIrz98cdI"
2435232,"Hate the Alexa Indian accent, limited access to Alexa Skills. Wish @121284 integrate global Skills.","@350881 We've just started. I'll be sure to pass your feedback to the concerned team. Also, you can change the accent from the (1/2)"
75941,@AmazonHelp Vendido por otro y gestionado por Amazon.,@133001 Entiendo. Sentimos lo sucedido. Por favor contáctanos para verificar detalladamente lo sucedido. ^JD
1124526,@AmazonHelp I have shared my order details many times with Amazon and your system is showing two types of payment mode bt i have done only one,"@368025 The resolution provided is the best we can offer, we won't be able to provide any more insight regarding the issue. ^SC"
1124530,"@149087 @115850  please sir don't do patch up with Amazon they are not giving cashback 
I have buyed oneplus 5 they have not given me bck",@368025 I understand your concern regarding the cashback. Could you please confirm if you've shared the details through the link? ^AP
75954,"@AmazonHelp Ok, thanks for the help 👍👍",@133002 No problem! Please keep us informed about this.^PJ
75956,"@AmazonHelp Hiya, it's still not appearing !",@133002 I understand you are still unable to provide feedback on the packaging? Was your order sold and fulfilled by https://t.co/ykTUEmdsQA? ^BD
600256,@AmazonHelp @115850 @117634 Pay balance load not updated even after 15 minutes. Upset.,"@262356 Sorry for the trouble in adding pay balance, call us here: https://t.co/vlvfJr4nN9 &amp; we'll check if there are any issues. ^MJ"
600258,"@115821 2 day ship to arrive Wed, no-show. Status “Your shipment may arrive Sun, if it does not arrive by Tue, give us a call”. If I had #Alexa and asked her maybe  “We apologize, $50 credit to your prime while I chase this down”. #DreamOn. Where is #AI, #ML, #SentimentAnalysis?","@262357 I'm sorry for the delay! If it doesn't arrive, or for direct assistance, we're happy to review any available options with you via phone or chat here: https://t.co/hApLpMlfHN ^JR"
338111,"@AmazonHelp Received package from yesterday but now I haven’t received today’s order, 1 item said it was delivered in a parcel locker and IS NOT THERE",@196706 I'm so sorry. Please let us take a look into options with you and get this looked into: https://t.co/hApLpMlfHN ^DO
600267,Hey @27957 ich kann auf meinem Fernseher meine Amazon Video App nicht öffnen? Woran liegt das?,"@262358 Lässt sich die App gar nicht öffnen, oder hängt sie sich beim öffnen auf? Liebe Grüße ^AN"
600273,"@AmazonHelp I have, I have called the customer service number and they all say they are going to put an A-Z claim and follow up and they never do! Neither do supervisors. This is my order # 112-1832329-1773064","@262360 I understand your concern! We aren't able to access accounts via Twitter, but we'd still love to help! Have you received any e-mail regarding your A-to-Z Claim? ^VB"
75991,@AmazonHelp Surely non-discount orders get priority though?,"@133008 Hi, Rachel! All of our orders are treated with the same loving courtesy, with the only priority being based on when the order was received. Delays can occur for many reasons, such as bad weather and carrier capacity. I sincerely apologize for any inconvenience. ^SP"
600280,@AmazonHelp i clicked for an amazon prime free 30 day trial but it seems to have now put my account onto a full prime membership. Please could you advise how i can cancel this as it doesnt give me an option on my account...,"@262361 We can help with that, sorry for any inconvenience! You can learn how to cancel your Prime Membership here: https://t.co/cVfQTGYDKM We'll always be here for you when you need us! ^JE"
600284,Hi @115830 my tracking status says my parcel was delievered but it hasn’t arrived? Can you help please I can’t get through to your customer service line,@262362 Oh no! I'm sorry for the trouble with your delivery. Have you tried the tricks and tips listed here to look for your package: https://t.co/5ne11FgyJC? Let us know! We're here to help. ^TG
76003,@AmazonHelp when you guys think you’re gonna ship my nintendo switch? 😫,"@133011 Thanks for reaching out to us today! Has your item missed the delivery date provided in the order confirmation e-mail?  Please let us know, we're here to help in any way we can! ^AZ"
338140,"@120533 Bonjour, suite a une commande, j'ai reçu mail d'Amazon disant supprimé l'accès à mon compte, quel est la raison, la solution ?","@196710 Bjr, je suis désolé d'apprendre cela, il s'agit d'une mesure de sécurité suite à une momification effectuée sur le compte 1/2"
76006,"@AmazonHelp no site da direct log tá falando q o produto foi entregue mas não diz quem recebeu, e no da amazon continua dizendo que saiu para entrega","@133012 Oi Jessica, conseguiu falar com os atendentes? ^MB"
600295,"You SAY you delivered my package, #Amazon, yet I do not SEE a package, and I’ve been outside for an hour. https://t.co/FiXsbBYll0",@262364 I'm sorry for this issue with your delivery. Please use this link for info on finding a missing package shows as delivered: https://t.co/G1ICrtW7U5 ^DO
600298,@AmazonHelp Canceled my BF Prime order because Shipping address is undeliverable. Really? Can’t you notice how many other prime orders are delivered to the SAME Address ? You have a serious problem with your shipping.,"@252839 That is odd! If you review your order history here:  https://t.co/Y5jpI9gRhE, Which carrier was assigned the delivery of that order, as shown in the order details. ^CH"
76013,@AmazonHelp é hoje,"@133012 Lamento pelo atraso, Jessica. O pacote foi enviado pela Amazon ou por um vendedor externo? ^CR"
600301,"@115830 @AmazonHelp service is absolutely shocking! This is now twice my parcels say they have been ""delivered"" but haven't! When I call up the advisers cannot understand what I'm saying and seem incompetent. I pay for a Prime membership too! 😡 fuming",@262365 I'm very sorry for the poor experience! Have you tried these tips to help locate a package that was marked as delivered: https://t.co/eAnZC2R8HR ^ZW
76020,Quand le livreur @120533 t’appelle pour te dire qu’il dépose ton colis dans un café #fail #grosseblague,"@133013 Bonjour, je suis désolé pour cette expérience. Quel était le transporteur en charge de votre colis ?^AR"
1124597,Amazon使ってないのに勝手にクレジットから3900円引かれたんだけど、、、,@385170 3900円のご請求は、Amazonプライム年会費ではないでしょうか。無料体験をご利用の場合、自動更新設定をオフにしていないと30日後に有料会員へ移行します。年会費請求時より特典未使用であれば、キャンセルと同時に返金いたします。 EK
76022,@AmazonHelp Je l’ai fait. Malheureusement ça ne change pas grand chose,"@133013 Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande.»
^MD"
76028,Erm @115830 how is this #amazonpantry box 100% full? #questionableethics #sustainability #fail @4495 https://t.co/ZJ9kGlJMWQ,@133014 Hello! Are there items missing from your order?^CN
76034,"@AmazonHelp Acabo de hacerlo y me entero que vuestro servicio de 'llamadme"" no funciona. He enviado un correo, a ver si alguien me hace caso.","@133016 Robert, por favor mantennos informados sobre el correo que enviaste. Para saber si te enviaron una respuesta con respecto a tu pedido. ^NP"
1124611,@AmazonHelp プライム年会費だったんですね…わざわざ連絡ありがとうございました。（；＿；）助かりました,@385170 とんでもないです。ご心配をおかけいたしました。その他ご不明な点がありましたら、いつでもご遠慮なくお問い合わせください。 EK
862468,Bloomin Amazon. You stay in all day waiting for them and they still deliver the packages next door. Don't they know how to ring a doorbell?😕,"@324793 So sorry to hear about this, Norm! Were you able to receive the package? Please keep us updated! ^TH"
76041,"Really #Shameful #service by @2005 courier services, order not delivered yet and status is order delivered, its 5th time with me then think how many people facing same situation

#WeekendWithBB11 #CycloneOckhi #IntelliPAD #DeshKaSmartphone #TravelWithEaseMyTrip https://t.co/Jfe78J9qoL",@133018 We apologize for the tracking update issues. Please report this to our support team here: https://t.co/rS49hgaADF so that they can assist you accordingly. ^BV
600327,@115821 just wondering what the issue is with your delivery in Medway. Ordered 2 things with prime over 2 different days. Still waiting for them both.,@262371 I'm sorry you haven't received your order! What was the delivery date according to the order conformation e-mails? ^DD
600331,@AmazonHelp I need a quick response and a solution for this issue.. and ask seller #hotpepper.in to revert to their customers as they never revert or pick up the calls,"@262372 As advised earlier, please contact our support team through the link provided earlier and they would in the best position to help you. Keep us posted if you need any further assistance. ^MD"
76048,@AmazonHelp Now staring 30.11.17 to 05.12.17 #rubbish,@133020 Hello Matt!  I'm very sorry to hear that your parcel hasn't made it yet!  Please let us know if it doesn't arrive by 5th December or if the dates change again.  ^WB
76051,@AmazonHelp The date keeps changing. Not happy with service from amazon logistics,"@133020 Sorry to hear that, Matt. Can I ask if the date has changed again since the 30.11.17 to 05.12.17 estimate you were provided?^TI"
600341,@AmazonHelp @AmazonHelp told unable to find my address. Took you all day to day To do this....hoping it turns up tomorrow!,"@262374 I'm sorry for the trouble with your delivery. Late parcels typically arrive within 24 hours of their original delivery date. If it doesn't arrive tomorrow, please reach back out. We're here for you! ^AN"
600351,"@AmazonHelp Man ist ja versucht, gleich neu zu bestellen und nach Erhalt den defekten Artikel zurück zu schicken. Is aber so nicht geplant das Spiel, oder? Ich probiere es morgen mal über die Hilfe. Danke euch und gute Nacht.","@262378 Für die Zukunft - hier der Link, falls du mal wieder was reklamieren musst: https://t.co/slcvv0wyGi Liebe Grüße ^MF"
600354,"@AmazonHelp Jetzt überrascht ihr mich. Mit der Nachfrage hab ich nicht gerechnet.
Nee, geklärt hat sich nichts, da ich noch keine Zeit hatte, was zu tun. Drum ärgert es mich auch, das Garantiefälle so zeitsaugend sind.
Morgen könnt es etwas ruhiger sein. Da komm ich vieleicht zu was.","@262378 Sollten die Kollegen nicht weiterhelfen können, melde dich gerne bei uns. Liebe Grüße ^TA"
76068,@AmazonHelp I feel like you guys are just playing me now. This email makes no sense. https://t.co/YUVxpR37sM,"@133022 Hello, it does seem the parcel should be with you at the latest by tomorrow. If the item is not with you by the end of the day, please do make us aware. Thanks for your patience thus far. ^CR"
600356,"@AmazonHelp Ich hab eute ca. eine halbe Stunde versucht rauszufinden, wie und wo ich einen Garantiefall für einen Artikel aus einer Besstellung von Februar melde. Nix zu finden!","@262378 Hallo :) Wollte kurz mal nachhorche, ob sich für dich nun alles geklärt hat? Lieben Gruß ^NW"
600364,@AmazonHelp It redirects to https://t.co/0wH5oX1v71,"@220550 Hi there! Please click the link given to you previously by ^JD this will give you an option to contact us by phone, chat or e-mail. If you are having error, please try clearing your cache and cookies and use new browser. ^LH"
76078,"Caved and ordered an instant pot on Thursday for Black Friday. @115821 prime guaranteed yesterday, mysterious delay. Today they literally forgot to put it on the truck. Maybe tomorrow I’ll finally see what all the fuss is about.",@133022 I'm terribly sorry for the delay! We want to ensure you receive this package. Please keep up updates on its arrival. ^DG
600377,@AmazonHelp i spend so much money and i order stuff every day/week. it's so unfair. 100 orders in less than 6 months but can't refund $217.,@262383 I'm sorry you are having this experience! Could you let us know if this order was shipped by Amazon or a Third-Party seller from the Amazon Marketplace. ^BT
862516,"@115850 ordered a one plus 5 on 5th, vch ws scheduled for delivery on 9th, revised to 13th &amp; still no sign of delivery.Pathetic response",@324803 Apologies for the delay. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll get this sorted for you. ^PB
76099,"@AmazonHelp @115821 @115850 @115851 this response was not expected, I have already highlighted the details. What else u want ?",@133027 Twitter being a social platform we will not be able to access your Amazon account with the detail you have shared. Request you to report this to us in the link provided above and we'll look into it. ^SU
76103,"@AmazonHelp It just shows ‘Your video library’, ‘Write a product review’ and ‘Hide Order’. No ‘Cancel item’","@133028 I'm sorry about that, Suzan! You have 14 days to cancel, unless they started watching it or downloaded it. More information can be found here: https://t.co/2MRQj8Ph2F Thank you! ^WB"
862540,Hi @115850 loving your deals &amp; service but whatsup with this plastic packaging ?don't need more help killing the environment #lessplastic https://t.co/2Z64dsYZi6,@208769 We appreciate your words. You kind personally share your feedback here as well :https://t.co/lvha47jKgQ. ^CB
862542,@AmazonHelp Can you PLEASE fix Mr. Robot s3e1 in germany? It has hardcoded german subtitles. They are distracting af. Let us turn them off.,@242728 We've forwarded it to the relevant department. Thanks for the information. ^MS
2697569,"A shirt I bought on @115821 was delivered to an address I’m not associated with at all, in FL, I live in DE. Can’t contact the seller and can’t leave a review. More then a little mad.",@757974 I'm sorry you didn't receive your shirt. We definitely don't want to let you down. Have you contacted us about the missing item: https://t.co/hApLpMlfHN? ^KB
862563,@120533 Pouvez-vous m’aider ? pourquoi un colis n’a t-il pas pu être livré dans un point relai ?,"@324809 Bonjour, je suis désolée pour cela. S'agit-il d'une question précommande?^FT"
862573,@115850 tracking no. 447197427003 out for delivery since last 2 days. Is it snailmail or usp of Amazon prime membership.,@191833 I'm sorry about the delay. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2)
1474043,@AmazonHelp Yes. A ridiculous offer. If I order a product 4 months in advance I clearly want it. You are at fault for not fulfilling the order.,@462186 Please try requesting a call via this link: https://t.co/zH8UlhTGcc. ^JJ
1649117,#reaction TFW when you see the @115821 delivery guy for your neighborhood leave without stopping at your house. https://t.co/hXozpVGO6k,"@503758 Oh no! I'm sorry for the wait, have we missed the delivery date shown in your orders here: https://t.co/Y5jpI9gRhE? ^DW"
1649125,@AmazonHelp any current promo codes for athletic shoes?,@503759 We have deals on our site for everyday items. You can browse the shoe section here: https://t.co/5S8CPzQKyc ^DW
1649127,@AmazonHelp est-ce qu’il y a une garantie sur cet article ? https://t.co/xRQN4LAInN,"@145234 Bonsoir, comme indiqué dans la page détaillée de l'article, il bénéficie d'une garantie constructeur d'1 an. ^ASZ"
1649133,@115830 @AmazonHelp @115833 album playing on repeat stopped 1/2 way through 2nd time round on all 3 Dots. App still thinks its playing,@127386 That's odd! Let's get everything working normally on your three Echo Dots again: https://t.co/3JlNbGO1J5 ^FD
1005128,@AmazonHelp On doit payer pour pouvoir acheter des produits réservés prime (la plupart) livraison en Corse impossible en 1 jour (avion ou bateau) 🤔😕😢,"@357900 1/2 En effet, l'un des avantages de Prime c'est l'accès exclusif à certains articles."
1474060,@115850 Can I pay COD Orders from Amazon Pay Balance when delivery boy will come to deliver item? Plz rply,"@272296 You can use your Amazon pay balance at the time of placing the order, but not on the cash on delivery orders. ^MA"
1387066,@AmazonHelp I check everything no emails received yet? want to know the actual real problem?,@442762 We'd like to take a closer look at this. Kindly share your details here: https://t.co/beaaDm0muc and we'll contact you soon. ^SY
1387070,@AmazonHelp that's what i'm asking how long day's you take? more than 15+ days to solve an issue?,"@442762 We value your time. Kindly, let us know if you've replied to the correspondence you received from us? ^BV"
2959942,"@AmazonHelp I ordered items on Sat Nov 26 using my prime and 2 day free shipping. It is now the 29th and no paxkages! CS was no help and the item has been ""out for delivery"" since 1:23pm Mon Nov 27. Don't email me at 1:55am on Nov 27 telling me guaranteed delivery Nov 27 #Liars","@816926 Oh no! I'm sorry that your package has not arrived on time! Can you please provide us with the carrier listed here:  https://t.co/Y5jpI9gRhE ? In addition, what did the CS representative provide as direction from that point? ^TL"
1124937,"@AmazonHelp Danke.
Hab ich schon gemacht heute morgen.
;-)",@385255 Perfekt! :-) Dann ist es an der richtigen Stelle angekommen! Dir noch ein schönes Wochenende! ^AK
2435658,"@AmazonHelp I’m a little frustrated. I ordered something and paid extra for Prime one-day shipping for a birthday present, and it...",@222102 I'm so sorry your item didn't arrive on time! Reach out to us here: https://t.co/hApLpMlfHN so we can look into options. ^ZW
2959945,I am not impressed with @115821 or @AmazonHelp today. It has been a frustrating experience to say the least.,"@816929 I'm so sorry to hear this, Mr. Currin! We like our customers to have a great experience with us, and it seems we've let you down! Without posting personal account information, tell us more about your situation. ^FR"
1124941,"@AmazonHelp @385257 @AmazonHelp have just replied now, thanks Amazon, the manufacturer never got back to me","@385256 Dean, my apologies about the delay. I hope the link I provided was helpful. If you want more choices, type in this search: Easy Home Remote Control Socket Set compatible with Alexa for more options. ^SY"
2959950,Really @115821? Your driver couldn't carry a light package up the stairs? https://t.co/9feJBNOKx0,@816930 So sorry for the way your package was delivered! I'd like a member of my team to look into this personally for you! Please provide us your information here: https://t.co/9WosCM0kXL and someone will be in touch soon! ^AD
2959952,@AmazonHelp Sería de Japón a Catalunya (Spain),"@816931 A la hora de realizar el pedido te va a mostrar el monto final de la compra y eso incluye costos de envío y gastos de importación. No se te cobraría nada más. :) 
^DB"
2959959,"@AmazonHelp I believe it was shipped, but is being sent to an old address","@816933 Thank you for that information! We can't access your account via Twitter, but we still want to help! When you have time, please reach out to us via phone or chat here: https://t.co/hApLpMlfHN ^AR"
1387096,@AmazonHelp I never had a single issue before I took Prime. And I order quite a bit each month.,@442763 We strive to deliver all orders by the estimated delivery date. If your package hasn't arrived by the new estimated delivery date please let us know! ^LA
1124960,Amazon is officially dope for delivery it shows how far the driver is and how many packages  they have to do before you 👌👍👍 #Amazon,"@385263 We're glad you're enjoying the new feature, James! I've passed this along internally. Let us know if there's anything we can do help in the future! ^CS"
1387098,Honestly since I took prime with @115830 I have had no orders arrive on time.  Thought prime was supposed to be excellent but so far it has been a waste of money. So disappointed as my friends present will now also be late! Don't recommend it to anyone!,@442763 I'm sorry for the issues with delivery! Are you noticing this trend with a specific courier: https://t.co/aaDyEz1VgE? ^DW
1387106,@115850 Pls clear the dought about no cost emi offer on OnePlus 5t. OnePlus India tweeted that the product will available on nocostemi at popup event in Delhi @132995 @132994 @149087,@763150 The available payment options for the product will be visible on the product detail page on the day of sale. Kindly stay tuned. ^AP
1387100,"@AmazonHelp I have and was told I would be refunded. Still waiting on the confirmation email to say refund is being processed. But honestly, I'm afraid to order from Amazon again. What can be done so @118706 stops being so careless?","@442764 Apologies River, contacting us and letting us know about this helps us work with carriers to improve service, make sure to check your spam/junk folder for the refund confirmation email. ^BD"
1387109,@115850 order -&gt; get faulty product -&gt; refund after 10 days -&gt; where replacement requested -&gt; void own policy -&gt; make @115851 richman @115850,@158494 I'm sorry about the product being defective. Please escalate this to our support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB
1124967,@AmazonHelp hey please confirm have you got the return package? Is it Delivered by @120543 @385265 @122869 Hope you got it https://t.co/FwShkpHCbJ,"@297523 We'll like to check the return. Please reach out to our support team here: https://t.co/2t6DQoUmNZ we'll help you out. Also, please don't provide your order return details, as we consider it to be personal information."
1387119,@115850 Good morning @AmazonHelp @115850 ...see this...#Flipkart delivered this item before the promised scheduled delivery...shame on you guys who couldn't deliver the product which was 30times smaller than what u were suppose to deliver @118702 thank u😍 https://t.co/bWLywtLROu,"@120701 I get your concern, Harshal. Could you please confirm, if we've missed the estimates shared with you? ^SV"
1124986,"@AmazonHelp Ótima pergunta 😊😊. Acho que vou continuar com a série de Magnus Chase, com o segundo livro o ""Martelo de Thor"".","@385270 O Martelo de Thor deve ser boníssimo! Qual é o seu super-herói favorito? Você deve ser fã do Thor né! Eu gosto da Mulher-Maravilha, e depois do filme Liga da Justiça mais ainda! Gal Gadot é uma atriz maravilhosa! ^JJ"
1124992,"@AmazonHelp Ótimo final de semana pra você também, e obrigado pela atenção. 💙💙",@385270 Nada! 😃☕️📚❤️ ^JJ
1387132,@AmazonHelp Amazon India,"@442767 Thank you for the information, Ayub. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll get it checked for you. ^SY"
2960005,@115830 failed to deliever my parcel as ‘my address could not be found’ never has any issues before :/,"@816944 Oh no! I'm sorry to hear you have not received your parcel. We are unable to view orders via Twitter, but we'd like to help! When you get a moment, please contact us via phone or chat: https://t.co/JzP7hlA23B ^SW"
338562,Hi @115821 I have some problems with mi prime memebership would you help me?,"@196821 We'd love to! Without sharing any account details, can you tell us about the situation? ^MB"
1125002,"@115850
Very very poor service.  

Damaged product.  
Terrible Attitude by your customer care executives. 

You'll need to rethink your  training of customer care.",@385272 Apologies for the experience you had with this order. Please share your details here: https://t.co/beaaDm0muc and we'll contact you soon.​ ^JS
1125006,Well done @115830 for adding driver tracking to your customer deliveries. Much better knowing how far down the delivery list you are 👏👏😊,@385274 Great to hear you are happy with the new feature 😊 ^ES
2960019,@115821 out here changing the game... If I'm ordering today how is getting it Monday within the 2 day prime window??? https://t.co/U6hzoUG782,"@816948 If the item you're ordering is out of stock or unavailable to ship immediately, the shipping method time starts when the item ships. I'm sorry for any inconvenience this may cause. For more information about our shipping please visit here: https://t.co/FVzAcpgSsp ^AC"
1125022,@amazonHelp is no help,"@231087 Hi Christopher!  I'm sorry you feel this way.  Without giving out any identifying information, can you tell me what seems to be wrong?  Thank you! ^WB"
2960032,It been a 24 hrs now. Eagerly waiting for package to arrive in BANGLORE courier facility again 😁😁😁😁 #Amazon #Prime https://t.co/CWF4b7ibsD,"@816951 I'm unable to comprehend your concern, Bankelal. Kindly elaborate for us to help you better. ^MP"
1387164,Why would i opt for COD when I have #amazonpay balance? This is 7th time I’m paying in COD mistakenly. @115850 please change the payment mode defaulting to last paid mode and possibly address too. This sucks. #amazon #paymentmode,"@442770 The Amazon Pay balance automatically gets applied to your next order unless it is unchecked at the payment page. However, the shipping address needs to be selected manually to ensure the product is shipped to the address you prefer the delivery of the order. ^AP"
1125039,"@AmazonHelp Hello again, I spoke to royal mail and they said can only deliver mail as addressed and it will be sent back to sender after 18 days if it's not successfully delivered. They advised me to contact you about it?","@385281 Hi, yes that would be correct, that's usually the process with Royal Mail. Usually they keep the item at the local post office if it's not accepted at the address. I suppose you wouldn't be able to collect it from there?^MA"
1125046,@AmazonHelp If the item is returned will I receive a refund for the product cost?,"@385281 Yes, once the item has been received, you will be refunded back to your original payment method. Let us know if you need any further assistance! 
^FR"
1125050,Paid $80 for a ring light and that shit not working . @115821 run my money https://t.co/niNCeWAgnw,"@385282 I'm sorry that your item isn't working properly! So that we can better assist you, can you tell us which marketplace you ordered from? ^SM"
1387198,"@AmazonHelp I filled in your form which stated I'd be contacted within 12 hours, but heard nothing. I've been waiting over a week for help. No solution was offered, just the usual ""someone will get back to you ..."" But they never do!",@442775 I am really sorry to hear you have still not been contacted yet Liz. Please click on the following link and we will investigate this further for you  https://t.co/R55eEQwSEs  ^SA
1911487,@117795 @AmazonHelp thanks for not notifying me &amp; silently posting this to my account so much for being a Prime Member. #amazon #amazonprime #NoNotification https://t.co/BV9nGatvBg,"@569411 I'm so sorry for the frustration! Please let us know if your order doesn't arrive on 
December 2 by 8 PM ^TN"
1387209,@AmazonHelp Call me.,@442776 We're unable to access your account details on Twitter. Kindly connect with us via chat or email using the link above and we'll assist you. ^PS
1387208,@AmazonHelp 9911190866 this is my no. Call me,"@442776 We would not be able to directly access your details over social platform. Request you to connect with us via chat/email so that we can help you. Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^SD"
1125077,"@AmazonHelp Hi there, I saw I made a payment to Amazon SVCS EU-UK but I have no idea what this is. What would this payment usually be for? Thanks!","@385287 Hi, Beth! Do you have any active subscriptions for the amount you were charged or have you recently registered as an Amazon Seller? ^GS"
1387220,@115850 by when Amazon music is expected in India and any news on Prime Video app on Apple TV,@442777 Amazon music is available in India for prime members and it can be used only with Alexa devices for now. 1/2 ^RI
1125079,"@115850 If you cant honor orders, stop taking orders and then cancelling it once we lose opportunity to buy from your competitor!! Check OrderId 407-3570338-2876318 and 407-8674147-6797957. Get mature to do business !!",@385288 Apologies for the experience you had with this order. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll contact you soon. (1/2) ^JS
1387225,"@116313 プレステ4持ってないのに予約しました。
後に購入予定です。",@763157 ご予約ありがとうございますm(_ _)m TN
2960090,Amazonでアルバム買ったら割れてたんだけどどうすればいいのでしょう https://t.co/b3Eb8eyjga,@816966 ご迷惑をおかけしております。お届けした商品に問題があった場合は、お手数ではございますが、こちらのヘルプページをご参照のうえ、交換・返品のお手続きをお願いいたします。https://t.co/GUqhwc57lq （代替品が届くまではそのままお聴きいただいていて構いません。）RI
1387228,"昨日頼んでもう届いた
Amazon有能 https://t.co/d99TZvwrSS",@442779 いつもご利用ありがとうございます。😊ET
1125092,@AmazonHelp Il film é BigFish e dopo i primi minuti sfasa 😣,"@385291 Abbiamo inoltrato la segnalazione al nostro dipartimento tecnico, grazie mille! ^EA"
1125093,Non so voi ma @116618 assolutamente fuori syncro 🤤 #bigfish,"@385291 Ciao Lanfranco, potresti indicarci il nome della serie, la puntata e il minuto in cui si è fuori sincro? Così da poter inoltrare la tua segnalazione al nostro Team competente. ^ZC"
