example_id,gold_intent,customer_message,rank,similarity,historical_case_id,historical_customer_message,historical_response
23,other_unclear,"@AmazonHelp Precisando me organizar meus nobres amigos, estou gostando da promoção que a Amazon vem disponibilizando!",5,0.7814708352088928,2679736,@AmazonHelp pode deixar! obrigado pela atenção!bom trabalho para vocês,"@753987 Ficamos no aguardo, Pedro 😉 Boa leitura! ^LG"
24,prime_membership_benefit,"@AmazonHelp Amazon Prime, I’ve sent an email explaining more",1,0.8753247261047363,2013728,@AmazonHelp Amazon Prime,@595445 Thanks for confirming! We'd like to review your available options here: https://t.co/JzP7hlA23B ^RA
24,prime_membership_benefit,"@AmazonHelp Amazon Prime, I’ve sent an email explaining more",2,0.870536208152771,487644,@AmazonHelp I meant Amazon Prime :),@231075 Allow us to take a closer look at your account with you via phone or chat! Please contact us directly here: https://t.co/JzP7hlA23B ^CS
24,prime_membership_benefit,"@AmazonHelp Amazon Prime, I’ve sent an email explaining more",3,0.8618922233581543,1260224,@AmazonHelp Amazon prime.,@415263 What were you advised when you contacted us? ^JJ
24,prime_membership_benefit,"@AmazonHelp Amazon Prime, I’ve sent an email explaining more",4,0.8600113391876221,602318,@AmazonHelp Amazon Prime Now,"@262654 Entiendo, ¿has reportado la incidencia con Servicio al Cliente a través de la aplicación? ^KS"
24,prime_membership_benefit,"@AmazonHelp Amazon Prime, I’ve sent an email explaining more",5,0.850759744644165,2424479,@AmazonHelp i don’t have an amazon prime subscription,"@696244 If you do not have a Prime subscription, please check any other accounts to which you may have used your credit card (friend/family members). If nothing is found, please use the link HM provided so we may review this account information with you. ^WM"
25,damaged_defective_wrong_item,@AmazonHelp again disappointed by the seller of amazon. Delviering wrong product in d name of other product,1,0.7850219011306763,2472347,@AmazonHelp Guys try to understand its not the matter of wrong product. I’m cheated by amazon and  it was intensionally. Not by mistake,@183935 I get you being upset. It was never intentional. Could you confirm reporting the issue to our support team using the link provided earlier? ^GD
25,damaged_defective_wrong_item,@AmazonHelp again disappointed by the seller of amazon. Delviering wrong product in d name of other product,2,0.7655712366104126,2284197,@AmazonHelp Wow! I'm amazed. Got the wrong product for the 3rd time in a row even after repeated assurances that the mistake will be rectified. So much for Amazon assurance. Kindly unlist the product from the website.,"@442568 That is certainly not what we thrive for. I'll share your comments internally to work on. However, did you get the item altered? Do keep us posted. ^CB"
25,damaged_defective_wrong_item,@AmazonHelp again disappointed by the seller of amazon. Delviering wrong product in d name of other product,3,0.7598628997802734,2389771,@AmazonHelp again amazon delivered the wrong product! Again!!!!,@132485 Kindly write back to the email you've received from our social media team and we will have this addressed. ^GK
25,damaged_defective_wrong_item,@AmazonHelp again disappointed by the seller of amazon. Delviering wrong product in d name of other product,4,0.7343404293060303,288140,"@AmazonHelp So what shld i do, this s my mistake that i order a product from amazon",@184648 Please reach out to our support team from the link shared earlier and we'll check this. ^HN
25,damaged_defective_wrong_item,@AmazonHelp again disappointed by the seller of amazon. Delviering wrong product in d name of other product,5,0.7252053022384644,1616266,@AmazonHelp I have just contacted them and its seems a mistake has been made by your sales team. It's not even been released yet!,@495662 Hi! Sorry for the mix up. Was the representative able to offer any options? ^DA
26,seller_marketplace,"@115850 has unauthorized sellers like @226787 in India who sell faulty products/false warranty claims, hence avoid buying! PFA proof. https://t.co/hnGeWB2XGe",1,0.9235856533050537,987417,"@226787 @353972 @115850 has unauthorized sellers like @226787 in India who sell faulty products/false warranty claims, hence avoid buying! PFA proof.",@353965 It appears you've had a bad experience with the purchase of the product. Could you please let us know what went wrong? ^AP
26,seller_marketplace,"@115850 has unauthorized sellers like @226787 in India who sell faulty products/false warranty claims, hence avoid buying! PFA proof. https://t.co/hnGeWB2XGe",2,0.7034223079681396,1270349,@115850 Amazon the pathetic quality product seller in India,@561970 the manufacturer as the product has a warranty and the the manufacturer needs to honor it. (2/2)^HS
26,seller_marketplace,"@115850 has unauthorized sellers like @226787 in India who sell faulty products/false warranty claims, hence avoid buying! PFA proof. https://t.co/hnGeWB2XGe",3,0.7033668756484985,1437433,@115851 your company cheated me in India. Took money but never delivered the product &amp;nownot cooperating @115850 @115821 @AmazonHelp,"@444190 In order for us to help you, we request you to fill the form. In case you haven't, please do and we'll back to you. ^PB"
26,seller_marketplace,"@115850 has unauthorized sellers like @226787 in India who sell faulty products/false warranty claims, hence avoid buying! PFA proof. https://t.co/hnGeWB2XGe",4,0.6987696886062622,1430065,"@115851 sir, Amazon India is simply harrassing. Requested for return of a product on 14th. Pick up done after 10-11 days.",@452123 I'm sorry that your pick up was delayed. I'll pass on your feedback to the concerned team internally(1/2)^AU
26,seller_marketplace,"@115850 has unauthorized sellers like @226787 in India who sell faulty products/false warranty claims, hence avoid buying! PFA proof. https://t.co/hnGeWB2XGe",5,0.694918155670166,2532230,"@115850 : Dear Amazon, if you have fake sellers and are not interested in resolving the issues faced by buyers, then please quit India.",@720664 That's quite a remark. I would like to help! May I know what went wrong? ^HR
27,delivery_delay,What options @115830 ? Ordered a book on prime on 26th October and still no sign of it. @AmazonHelp  cc @432799 #watchdog https://t.co/M4RSn12chG,1,0.7691718339920044,261273,preordered a book on @115821 and I have prime. Should have arrived today and nothing has! Very disappointed! Wasting my money @AmazonHelp,@178209 That's not what we like to hear. Please contact us here so we can look into this with you: https://t.co/qy3J24VGxb ^GG
27,delivery_delay,What options @115830 ? Ordered a book on prime on 26th October and still no sign of it. @AmazonHelp  cc @432799 #watchdog https://t.co/M4RSn12chG,2,0.7537781000137329,2964035,@115830 where the hell is my book? Preordered on prime and two days after release and it’s still not here!,@817830 I'm sorry you haven't received your book! We're unable to access your account via Twitter. What is the latest tracking showing? That information will be found here: https://t.co/aaDyEz1VgE Keep us updated. We're here for you! ^SK
27,delivery_delay,What options @115830 ? Ordered a book on prime on 26th October and still no sign of it. @AmazonHelp  cc @432799 #watchdog https://t.co/M4RSn12chG,3,0.7454432845115662,926308,Very disappointed in @115821 &amp; #prime. Books I needed for an event tonight didn't arrive in time before I had to leave. #amazonfail @115821,@339796 I'm so sorry! Did we miss the delivery date shown here: https://t.co/Y5jpI9gRhE ^AG
27,delivery_delay,What options @115830 ? Ordered a book on prime on 26th October and still no sign of it. @AmazonHelp  cc @432799 #watchdog https://t.co/M4RSn12chG,4,0.7431178689002991,133777,"Slightly disappointed with @115850 Prime.

Ordered a book on 17th. 

Expected delivery - 27th. https://t.co/qReOz5DVxB","@146147 For some items, the option of one-day or two-day delivery may not available, in this case, prime customers will receive free standard delivery. ^VM"
27,delivery_delay,What options @115830 ? Ordered a book on prime on 26th October and still no sign of it. @AmazonHelp  cc @432799 #watchdog https://t.co/M4RSn12chG,5,0.7363713979721069,587952,So I preordered a book from @115830 back in august and it arrived today. Thank. 😠 Amazon now stating they cant replace the order. Rethinking my #AmazonPrime  renewal. https://t.co/2XeqCUOFm1,"@258932 Sorry to hear this Kristian. When you spoke with us, were you given a reason as to why a replacement was not possible?^BZ"
28,damaged_defective_wrong_item,"@AmazonHelp Yes, but not all of my order is broken, just 2/5. How can I exchange 2?",1,0.7245096564292908,2226754,@AmazonHelp Your team is not being helpful at all. First of all they are mentioning the wrong order number each time and 1/2,"@132485 Twitter being a social platform, we do not have access to your account. Kindly reply to the email you've received from social media team sharing your insights. We'll review it and get back to you. Appreciate your understanding. ^MO"
28,damaged_defective_wrong_item,"@AmazonHelp Yes, but not all of my order is broken, just 2/5. How can I exchange 2?",2,0.7183051705360413,2832876,"@AmazonHelp I want to exchange a faulty item, but I can only seem to be able return it, and it's now gone up in price","@788664 Terribly sorry about your defective item, Jules! Let's see what options are available in real time with you here: https://t.co/JzP7hlA23B ^JZ"
28,damaged_defective_wrong_item,"@AmazonHelp Yes, but not all of my order is broken, just 2/5. How can I exchange 2?",3,0.7182650566101074,2372325,@AmazonHelp Replacements were not delivered. How do I order more exchanges?,"@684447 If your items didn't arrive, we will need to look into your order. Please reach out to us here: https://t.co/JzP7hlA23B ^AR"
28,damaged_defective_wrong_item,"@AmazonHelp Yes, but not all of my order is broken, just 2/5. How can I exchange 2?",4,0.715755045413971,226288,@AmazonHelp And not getting any contact about why my orders are changing isn’t good enough I’m afraid. 2/2,"@170027 Apologies, have you tried adding text trace alerts: https://t.co/CaTU5cpnP4? ^JJ"
28,damaged_defective_wrong_item,"@AmazonHelp Yes, but not all of my order is broken, just 2/5. How can I exchange 2?",5,0.7134264707565308,473335,"@AmazonHelp my order arrived broken in half, and the seller has advised me to contact you about a refund. Can we get this sorted please?","@227702 Hi Jason, sorry to hear about this. You can organise a return for a refund from our Online Returns Centre: http:https://t.co/5RcjVPJgUP. ^PJ"
29,technical_product_issue,"@AmazonHelp I’m not around a computer right now and the app always works on my phone, until now. I will have to try to make my purchase on the computer later.",1,0.7989047765731812,1645507,@AmazonHelp I'm having it on the full site and the mobile site on all browsers.  I don't use the app.  Shopping works...I just can't buy.,"@502822 Oh boy, Tracy! Is there an error message you are seeing? Sometimes clearing cache and cookies can help, as well. ^BE"
29,technical_product_issue,"@AmazonHelp I’m not around a computer right now and the app always works on my phone, until now. I will have to try to make my purchase on the computer later.",2,0.7956181764602661,474247,@AmazonHelp I’ve tried using your app several times in the last few months but it’s not working,"@227882 Hi, I am sorry to hear about the trouble occurring with the app. Have you tried deleting it and reinstalling it ? ^CR"
29,technical_product_issue,"@AmazonHelp I’m not around a computer right now and the app always works on my phone, until now. I will have to try to make my purchase on the computer later.",3,0.7841630578041077,136875,"@AmazonHelp I'm using the app, but I just got the order to go through, so we're all good. Thanks!",@146873 Glad to hear it. Enjoy!^PJ
29,technical_product_issue,"@AmazonHelp I’m not around a computer right now and the app always works on my phone, until now. I will have to try to make my purchase on the computer later.",4,0.7823690176010132,575930,@AmazonHelp I just tried. The app won’t let me. Unless that’s something I can do from my settings on my phone.,@255517 Are you using an Andriod or Apple device? ^HS
29,technical_product_issue,"@AmazonHelp I’m not around a computer right now and the app always works on my phone, until now. I will have to try to make my purchase on the computer later.",5,0.7780242562294006,1905518,"@AmazonHelp No, I've only used the app on my mobile device",@567812 Let's take a look at this with you in real time. Please contact us here: https://t.co/7JUmpzfcI5 ^SH
30,delivery_delay,@AmazonHelp had a prime order due yesterday thats delayed.Its my last day at that address.Can I get a redirection or do I need to cancel?,1,0.7971764802932739,1563544,@AmazonHelp why do I have to 'request' a cancellation? If you can't deliver next business day on Prime that's your fault.,"@482840 Hey, what estimated delivery date were you given? ^RS"
30,delivery_delay,@AmazonHelp had a prime order due yesterday thats delayed.Its my last day at that address.Can I get a redirection or do I need to cancel?,2,0.7970142960548401,2536385,"@AmazonHelp Prime order failed to arrive on time, ended up cancelling as I would not be in. Amazon mailed me to confirm I would not be charged and the order would be cancelled. 6 days later it arrived and I was charged.  Arranged pick up and no one arrived yesterday as promised.","@721548 Hi Allan, can you confirm which carrier you had arranged for the item to be returned with? ^PJ"
30,delivery_delay,@AmazonHelp had a prime order due yesterday thats delayed.Its my last day at that address.Can I get a redirection or do I need to cancel?,3,0.7950609922409058,1719181,@AmazonHelp I haven't received my Prime one day order yet and it's way past the delivery timeline. What do I do now?,@520455 Oh no! I'm sorry your order is taking longer than expected! What does the most recent tracking status show here: https://t.co/Y5jpI9gRhE? ^BN
30,delivery_delay,@AmazonHelp had a prime order due yesterday thats delayed.Its my last day at that address.Can I get a redirection or do I need to cancel?,4,0.7889114618301392,1007738,@AmazonHelp Re-sending (which I requested to a different address) or a refund. But neither really solve the problem that it’s Prime and late.,@358468 I'm sorry we missed the mark on this order! Let us know if you have any issues with your replacement. We're happy to help! ^JS
30,delivery_delay,@AmazonHelp had a prime order due yesterday thats delayed.Its my last day at that address.Can I get a redirection or do I need to cancel?,5,0.7835992574691772,93647,"@AmazonHelp And another one guys. I ordered a same day delivery yesterday, and it was meant to come yesterday. It arrived just now, a day late. Can I please get a refund on my Prime subscription?",@136295 Thank you for letting us know. We'd like to review your delivery and available options here: https://t.co/hApLpMlfHN ^SC
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",1,0.7917048931121826,2867143,@AmazonHelp They have updated to delayed. I can’t count how many times this has happened recently. It’s making the cost of prime less and less appealing.,"@224289 I'm very sorry for the frustration, Melissa! Have you noticed a trend in the carrier with late packages? ^HM"
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",2,0.7780349254608154,1525104,Doubtful @AmazonHelp this is the 3rd time in less than six months this has happened. Why do I pay for prime?? https://t.co/htQdpZcx5H,@473717 I'm sorry for the delay with troubles you've experienced with your shipments! Is there more information on UPS's website? ^ST
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",3,0.7600356340408325,2979582,"@AmazonHelp Thanks, many many ongoing issues with delays dispatching orders, missing orders, poor packaging resulting in items being lost in transit and just outright rude support sadly. Was told by a rep today that ""I shouldnt have gotten a free month of prime as compensation""",@821742 Oh my! I'm terribly sorry for the poor experience. This isn't what we hope for! Is one of your current order delayed or missing? ^HS
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",4,0.758617103099823,318658,@AmazonHelp Pay £75 a year for prime and still not delivered 2 days after it should have been. Twice this has happened now,"@192019 Apologies, this is not the service we expect. What does the latest tracking advise - https://t.co/Jr1kcqQUJY ? ^TP"
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",5,0.755648136138916,679006,"@AmazonHelp Ordered CPU on Prime from a Warehouse deal every day it says DELAYED ""we're working to get your parcel back on track"" last night it changed to up to 27th Nov - NOT good enough!",@282011 Sorry to hear this Rich. What date did you place the order? Was a reason for a delay advised? ^PK
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,1,0.7857736349105835,2499119,@AmazonHelp I have already responded to the correspondence I received like couple of hours ago .,@689667 Thanks for confirming. We'll reach out to you soon. ^SG
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,2,0.7536224126815796,442900,@AmazonHelp I didn't received any correspondence,"@219977 Please check for an email correspondence from us here: https://t.co/DTSNmGCOAN and revert, we'll be glad to take it forward from there. ^SI"
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,3,0.7489407658576965,191640,"@AmazonHelp There is no correspondence from your side via email, I have checked my emails.","@161042 Please check the spam folder. If you haven't received any, please share your details and we'll get back to you. ^HD"
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,4,0.7467314004898071,734091,@AmazonHelp I didn't receive any correspondence. Please email it to me.,@183033 We've sent you a communication. Please use the same account to log in and check for the same. ^RW
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,5,0.7453707456588745,18911,@AmazonHelp Where you send correspondence ?? I did not get any correspondence.,"@120227 It has been sent to your registered email address, please check and revert. ^HN"
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,1,0.8562154769897461,843171,@AmazonHelp The implication of this is that I have to pay to return the damaged book. I hope that’s not the case...,@320513 Please reach out to us here: https://t.co/JzP7hlA23B so we can look into what options are available. We'd like to help! ^ZW
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,2,0.8145198225975037,778197,Got my copy of @127390’s new book but @115821 has decided to damage the hardcover of it. Signed copy is now damaged 😭😭,@293987 I'm sorry your order arrived in this condition. Let's explore your return/replacement options here: https://t.co/nEGjH1lKkX ^GG
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,3,0.8130661249160767,1949911,@AmazonHelp Yeah I already requested a replacement and shipped the damaged book back thank you,@579208 Anytime! Let us know if you have any other questions or concerns. We're always here to help! ^AL
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,4,0.8101459741592407,791056,"@AmazonHelp @127390 not happy with how this book has been delivered to me, amazon is there any way you can send me a new copy https://t.co/3zZU0e52fk",@308630 I am sorry to see this. Have you checked replacement options here: https://t.co/BjuXE6veDS ^PK
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,5,0.8033707737922668,179080,@AmazonHelp The book was in pristine condition and not damaged. I do not need a replacement,"@158230 If the book is ok, then you do not need to contact us for a replacement. ^KM"
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",1,0.7796401381492615,694415,@115850 got charged twice for the same order. How do we get in touch?,"@285584 I'm sorry for the inconvenience, please contact us here https://t.co/vlvfJr4nN9. Our support team would assist you accordingly. ^MD"
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",2,0.7633672952651978,199639,How have @115821 charged me twice for an item they said they were going to cancel 🤔 not happy,@163088 I'm sorry for the unexpected charge! We'd like to help! What's the status of the order here: https://t.co/aaDyEz1VgE? ^WT
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",3,0.7557925581932068,2948118,"@115821 and @AmazonHelp I have contacted you twice about being double charged for an order. I received a refund, and then was double charged again, literally just taking the refund back. So if ya'll could get it together and actually refund me my $50 that would be choice.","@814218 Truly sorry for any inconvenience caused, this isn't our intention! Have you confirmed with your bank/financial institution that what you're seeing is an actual charge? You may be seeing an authorization. Learn more: https://t.co/aGyieqRb78 ^JE"
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",4,0.7532056570053101,2278666,@115821 Guys! who do I talk to about being billed twice for the same item?  Thanks,@662542 Oh no! I'm sorry about the unexpected charge! Have you checked out this page: https://t.co/btIPenP2DF on unexpected charges? Please let us know if that helps! ^LB
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",5,0.7527119517326355,2465135,"@115830 Hi there, you have charged me twice for an item which was delivered yesterday. Please can I speak with somebody to arrange a refund. Thank you",@705460 This sounds like a pre-authorization still showing on your statement. You can find more info on authorizations here: http:https://t.co/KDAhjIP6cN ^MI
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,1,0.6730057001113892,2903508,@AmazonHelp Quelles sont les raison de cette demande ? comment suis-je censé envoyer un fax ? et n'y a-t-il pas une procédure plus simple ?,@804140 Est-ce que vous avez un souci pour accéder à votre compte client ? ^ASZ
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,2,0.6576083898544312,1828683,@AmazonHelp Oui oui hier ils me disaient que ça devait être livré sans faute avant 19h... gros problème sur l'abonnement PAYANT Prime,"@548797 veuillez relancer notre SC pour ouvrir une enquête à ce propos.
^YL"
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,3,0.6530876159667969,2508131,@AmazonHelp Oui il y a plus d'une semaine !!!!! Et d'où vous avez vu que les fax ça existe encore ??? En tout cas en France c'est dur à trouver !!,@715046 Je vous invite à patienter SVP. ^SM
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,4,0.6510047912597656,1599627,"@AmazonHelp Sauf que je n'ai pas de fax. Donc ca veut dire par courrier. Sauf que ma commande est urgente, donc je suis censé me démerder 1/2","@491196 Honnêtement, seul l'envoi des documents peut de débloquer le compte, certains  bureaux de tabac proposent le service de fax."
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,5,0.6477403044700623,422945,@AmazonHelp j'ai une question j'ai précommander 2 jeux mais 1 jeux sur 2 pourra être payer car je peux payer que 80 Euro une solution ?,"@215713 Bonjour, chaque commande n'est prélevée qu'au moment de l'expédition. Pouvez-vous m'expliquer davantag votre problème? ^ARC"
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,1,0.8560153245925903,709007,@115821 @AmazonHelp @115850 @118919 had worst experience shopping with you at recent sale..4 out of my 5 orders had/has issue,"@289520 I'm sorry about the trouble you've had with your recent orders, Amit. We'd like to take a closer look into this and 1/3 ^MA"
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,2,0.8540655970573425,1422350,@115850 @115851 @115821 Amazed to see amazon not able to deliver my order even 2 months after order date. Really unfortunate....,@450555 We've responded to your query here: https://t.co/GxQSgqMJQO. Kindly check. ^PS
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,3,0.8508448004722595,2722719,"@115851 @115821 @115850 Disappointing experience with your customer care, very unlike Amazon. Inflexible policies and unhelpful associates. Not expected of Amazon. #unfriendlypolicies","@263817 Apologies for the disappointment from our support team. We certainly did not expect this to happen. I'd like to take a closer look into this, please share your details and all your concerns here: https://t.co/GIJyeYqKE0 and I'll get back to you soon. ^PS"
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,4,0.8432575464248657,1109437,@115851 @115850 @115821 @AmazonHelp  https://t.co/8Xn9lhzXy0,@378599 Could you confirm submitting the form here: https://t.co/GIJyeYqKE0 We'll be glad to work for a solution. 2/2 ^MJ
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,5,0.8424851298332214,313663,@118702 @115850 @AmazonHelp I'll cancel all my orders if not replaced by coming home😡😡😡 @115850 @115821 @AmazonHelp . And will never use @115850 . Depends on u now,"@190898 We apologize for the trouble. We’d like to help, please fill this form: https://t.co/beaaDm0muc so we could resolve this.^RS"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,1,0.8233281373977661,2670045,"Amazon musicというサービスを、Amazonプライム会員なら使えるよ！ということを、福岡のブログ生徒さんに教えてもらいました😊

作業中の音楽はApplemusic使ってたんですが、Amazon musicめっちゃ便利！プライム会員なら無料です✌️

作業BGMも充実していて最高なコスパ。 https://t.co/Zg4cbLdpqt","@751951 リプライ失礼いたします、Amazon公式です( ･ᴗ･ )　プライムミュージックをお楽しみいただき、ありがとうございます！
色々なプレイリストやラジオジャンルをご用意しておりますので、今後もお楽しみいただければ幸いです😊 HM"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,2,0.8095418810844421,515314,Amazon musicをフル活用してなかったプライム会員です🙋🏻‍♂️ https://t.co/T3IZageaM3,"@238698 おはようございます、Amazonです☀😊
これからぜひ、フル活用でお願いしたします🙋🏻‍♂️✨
よろしければその他の特典もぜひチェックしてみてください♪　MH https://t.co/VuPXi6YBGc"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,3,0.8067030310630798,2305790,"プライム会員歓喜やんけ！！
Amazon Musicで配信開始

『ペルソナ5』オリジナル・サウンドトラックのアトラスサウンドチームを見る https://t.co/p8EEZta0DI https://t.co/jfJVFnREiu","@668972 |ω・)
ぜひ聴いてみてください( *• ̀ω•́ )b✨ YM"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,4,0.8038139343261719,2309170,"私 Amazon music 使えるの知らなかった
プライムお得すぎへん？","@669764 |ω・)
プライムの特典は様々ご準備しておりますので、ぜひ色々ご活用くださいませ~♪https://t.co/JVlaJGORZx TY"
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,5,0.7946126461029053,2867134,Amazonのプライム会員便利すぎる,"@796285 ( *• ̀ω•́ )b ｸﾞｯ✨
プライムをご利用いただき、ありがとうございます!😊 YM"
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",1,0.8371306657791138,2961794,"@AmazonHelp So, we just wait?","@257159 Unfortunately, there isn't much else to do, but wait. If any issues arise, you will receive an e-mail with more details. 

-Lolieta H."
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",2,0.8239375352859497,1916274,@AmazonHelp How long should i wait. Its been a week,@322303 I understand your concern. You should have received an email correspondence from our team. Please check.  ^BA
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",3,0.8170459270477295,2460784,@AmazonHelp Can you guys send it now?,"@172735 I understand your concern. However, as mentioned earlier, we try our best to include the bookmarks in the books. We'll not be able to ship it separately. Appreciate your understanding. ^AP"
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",4,0.8146292567253113,2864662,"@AmazonHelp Sent, what do I do now?",@451681 A member of our team will look over the information you provided and your account.  ^TR
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",5,0.8136367201805115,353602,@AmazonHelp For how long should I wait,"@192558 You should have received a correspondence to your registered email address, request you to check the same. ^SH"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,1,0.7068736553192139,1047182,@115850 guys kindly help me with my order asap,"@367518 I’d like to help you with the delivery, please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SY"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,2,0.6960000991821289,1487901,@115850 I have ordered 3 orders please make sure to deliver by tomorrow 13:00 since Iam in outofstation from Sunday #pleasehelp,"@137471 Also, you can track your order here: https://t.co/3yqvLnyTxi 2/2 ^SY"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,3,0.6885161399841309,679886,@115850 My order is expected to arrive tomorrow. Plz deliver it asap or by today evening. It's urgent. Please help.,"@282216 I understand the urgency of your request, Sushil. However, our products are shipped on time so they can reach you by the estimated delivery date. Request you to please wait. Appreciate your patience. ^SF"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,4,0.6878708600997925,2825684,Hey @115850 can you please ship my dispatched orders which are about to arrive on 1st dec and 5th dec by 30th Nov. Cause i'm going outstation for 1 month and i'll need those items there. Please its a request ..please,"@787156 I understand your necessity, Vinay. However, the delivery estimate is calculated based on multiple criteria and the deliveries are mapped depending on the estimates provided. Hence, I'm afraid we won't be able to expedite the shipping process. ^RI"
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,5,0.6874976754188538,282231,@115850 till date i have not received my order can u helping me,@177838 We always try to deliver by the promised date. Could you let us know if we've missed the estimated delivery date? ^SG
40,payment_unexpected_charge,"@AmazonHelp It was placed on 10 November, the second charge for the same amount was on 13 November. Exact same amount. Only received one confirmation email though.",1,0.7859154939651489,2347744,"@AmazonHelp Its dated 10th and 12th, see the screenshot. That suggests a double charge on your end no? or a double 'authorization'. It hasn't shipped yet.",@678732 Please allow us to have a further look into this with you. Use this link so that we may doso: https://t.co/JzP7hlA23B ^DO
