example_id,message_id,conversation_id,timestamp,text,sampling_bucket,gold_intent,label_notes
122,2671349,2671349,Tue Oct 31 09:51:32 +0000 2017,@115850 why is there login problem? I have chngd my pwd 4 times till now and triedsigning in. still same error.. pwd incorrect.,account_access,account_access,Login/password error persists.
123,637060,637060,Wed Nov 22 19:52:20 +0000 2017,"@AmazonHelp hello! I’m getting internet connectivity problem message, but that’s not true. Can u help?",random_hard,technical_product_issue,Connectivity error message.
124,69776,69776,Thu Nov 30 10:17:36 +0000 2017,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",account_access,order_cancellation_modification,Unable to replace/modify the order.
125,1895400,1895400,Wed Oct 18 12:27:24 +0000 2017,What's going on @115821? Q40702658884 Has NOT been delivered despite your tracking info saying it has. Why do you keep losing our packages?,tracking_delivery_status,package_not_received,Tracking says delivered but package was not received.
126,555334,555334,Sat Dec 02 20:42:39 +0000 2017,Seems like I'm just catching mistakes from every company. @115821  @AmazonHelp is there a reason my payments to you guys have been steadily increasing when I'm supposed to be on the $10.99 monthly plan? Never received any notice of an increase... https://t.co/wMbFQvS8JZ,package_not_received,payment_unexpected_charge,Unexpected increase in recurring subscription charge.
127,492240,492240,Fri Dec 01 16:57:20 +0000 2017,@AmazonHelp can y’all respond to my DM 20 dollars in my bank account depends on it 😔,account_access,return_refund,Money/payment resolution is requested; exact context is limited.
128,2171694,2171694,Thu Oct 19 12:01:50 +0000 2017,"Nearly the best scam email I’ve received

Almost perfect bar the email address and the last Tuesday 19th of October was in 2010 @AmazonHelp https://t.co/h69SJUSsdK",random_hard,other_unclear,Scam email mentioned but no clear support intent.
129,1953371,1953371,Thu Nov 16 12:01:11 +0000 2017,@AmazonHelp They were then charged again yesterday as part of the £85.13 https://t.co/TBpwWnyTMZ,payment_unexpected_charge,payment_unexpected_charge,Customer was charged again.
130,366011,366011,Sun Oct 08 20:11:28 +0000 2017,@AmazonHelp @AmazonHelp Can I cancel it? No point in it arriving tomorrow.,order_cancellation_modification,order_cancellation_modification,Explicit cancellation request.
131,313269,313269,Wed Oct 11 04:18:39 +0000 2017,@AmazonHelp What is the latest update,random_hard,tracking_delivery_status,Asks for the latest order update.
132,2983727,2983727,Thu Nov 30 05:24:31 +0000 2017,"@AmazonHelp please help. I need to cancel or re-route an order that was ordered by mistake! It just was ordered yesterday, and just shipped today!!",order_cancellation_modification,order_cancellation_modification,Wants to cancel or reroute an order.
133,229813,229813,Thu Oct 05 09:42:06 +0000 2017,"@AmazonHelp No, none. What’s the point in paying for prime when you don’t receive your items the next day as stated?",prime_membership_benefit,prime_membership_benefit,Complaint about Prime next-day delivery benefit.
134,2643313,2643313,Tue Oct 31 02:27:35 +0000 2017,"@115850 My request to return Samsung charger Hz nt bn  resolved still now.No pick up agent.contacted
Order Details #405-5931534-9293161",return_refund,return_refund,Return pickup has not happened.
135,780620,780620,Thu Oct 12 05:55:10 +0000 2017,@AmazonHelp @115850 I want compensation for cancelling my Order # 405-0487010-7723553.,order_cancellation_modification,order_cancellation_modification,Compensation request is tied to order cancellation.
136,425115,425115,Wed Nov 22 17:49:15 +0000 2017,@AmazonHelp I have replied to it already you dumbbells and you have already taken 2 days as you yourself asked for. Are you solving it now?,random_hard,other_unclear,Underlying issue is missing from the message.
137,101809,101809,Fri Dec 01 06:30:52 +0000 2017,@AmazonHelp Ordered on Tuesday evening for guaranteed Thursday delivery. Now delayed until 4 Dec at latest apparently.,delivery_delay,delivery_delay,Guaranteed delivery has been delayed.
138,2457773,2457773,Wed Nov 15 05:16:48 +0000 2017,"@AmazonHelp I have replied on the same... How can amazon deny my A-Z claim just by listening to seller words?? I have provided DRS proof as well... without cross checking with courier ,how can amazon deny my request?? that means amazon supporting third party fake sellers",seller_marketplace,seller_marketplace,A-Z claim involves a third-party seller.
139,2263090,2263090,Mon Nov 20 23:03:34 +0000 2017,"@AmazonHelp I am returning an order and have my proof from the post office, but not had a confirmation from you yet. Posted it Saturday. Thanks",return_refund,return_refund,Returned item but has not received confirmation.
140,1206845,1206845,Wed Oct 25 09:17:14 +0000 2017,"@AmazonHelp No, via email",random_hard,other_unclear,Insufficient context.
141,96770,96770,Thu Nov 30 16:30:41 +0000 2017,@AmazonHelp Eagerly waiting for results. Thanks for assisting @AmazonHelp,random_hard,other_unclear,Generic waiting/thanks message.
142,566592,566592,Sun Dec 03 01:41:57 +0000 2017,@AmazonHelp Started happening today.  Have had stick for a while but first time trying to use it to watch football.  The stick is warm to touch as well not sure if that matters,random_hard,technical_product_issue,Fire TV Stick usage/behavior issue.
143,2509248,2509248,Wed Nov 15 20:44:27 +0000 2017,Bro.. I've received the wrong case from @115821 3 times in a row.  @AmazonHelp y'all got some explaining to do,random_hard,damaged_defective_wrong_item,Wrong item received repeatedly.
144,2378499,2378499,Tue Nov 14 06:02:53 +0000 2017,@AmazonHelp What details return pick up was scheduled for 13th nov but no one came to pick up,return_refund,return_refund,Scheduled return pickup did not happen.
145,2984658,2984658,Thu Nov 30 05:58:17 +0000 2017,"Hi there @115821! I was charged for Prime when I didn't want to be subscribed, help PLEASE. @AmazonHelp",payment_unexpected_charge,prime_membership_benefit,Unwanted Prime subscription charge.
146,1357192,1357192,Fri Oct 27 19:43:34 +0000 2017,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA509892981000",tracking_delivery_status,tracking_delivery_status,Carrier and tracking information provided without another clear issue.
147,2113618,2113618,Wed Nov 08 16:30:17 +0000 2017,"@115821 it's not even mid November, why is my package late?",delivery_delay,delivery_delay,Package is explicitly late.
148,617058,617058,Wed Nov 22 14:41:19 +0000 2017,@AmazonHelp They said they couldn’t tell. I did recently cancel a UK account in October but was explicit that I wanted to keep the US account and was assured this would be ok. Because I was worried this might happen.,account_access,account_access,Account management/access issue involving different country accounts.
149,2306315,2306315,Thu Oct 19 20:41:40 +0000 2017,@115821 is fucking garbage I’m a prime member for no reason this is the 3rd time I bought something and they lost my fuckin package!,prime_membership_benefit,package_not_received,Package has repeatedly been lost/not received.
150,956288,956288,Sat Oct 14 01:58:27 +0000 2017,@AmazonHelp Is PRime charge for each country yu use? IE Im in canada and wanted to order something from US Amazon,payment_unexpected_charge,prime_membership_benefit,Question about Prime charges across countries.
151,2954344,2954344,Thu Nov 30 03:27:17 +0000 2017,@AmazonHelp Kindly call back explain!,random_hard,other_unclear,Callback request without underlying issue.
152,665224,665224,Mon Oct 23 06:29:09 +0000 2017,@AmazonHelp ?!,random_hard,other_unclear,No meaningful support intent or context.
153,2451324,2451324,Sun Oct 29 17:01:54 +0000 2017,"@119625
I am not able to access Amazon prime video app.",prime_membership_benefit,technical_product_issue,Unable to access Prime Video app.
154,838586,838586,Fri Oct 13 11:26:09 +0000 2017,@AmazonHelp App still says will be delivered today. I appreciate it cannot give me a date until despatch but surely a ‘delayed’ notification possible?,delivery_delay,tracking_delivery_status,Customer wants a delayed-status notification/update.
155,2636875,2636875,Fri Nov 17 20:17:25 +0000 2017,@AmazonHelp This was the last update before I called amazon customer service today and that's when I found out it was lost.  I would of appreciated being notified of a lost or missing package instead of waiting for a package that was never coming. https://t.co/4lK4C9GKm3,package_not_received,package_not_received,Package was lost and never received.
156,734703,734703,Wed Oct 11 11:18:32 +0000 2017,"@AmazonHelp hi I accidentally bought a,prime membership how do I get a refund",return_refund,prime_membership_benefit,Accidental Prime membership and refund request.
157,1850436,1850436,Sun Oct 29 22:21:25 +0000 2017,待って最悪メールアドレス変えたの忘れててAmazonの支払い番号のメール届かない😩,random_hard,payment_unexpected_charge,Payment-related email/notification was not received.
158,210319,210319,Tue Sep 12 14:26:05 +0000 2017,"@115851 @115821 #Suffering frm last 7 days, without any fault.
Due to technical glitch/wrong info by @115821 
Sorry to say but such service was not expected",technical_product_issue,technical_product_issue,Technical glitch/wrong information.
159,130360,130360,Mon Nov 27 17:53:14 +0000 2017,@AmazonHelp I have not received my product as of now but you guys are asking for my experience.. Here I am fighting for my and you are asking for my experience.. https://t.co/fGMhgnnrae,package_not_received,package_not_received,Product has still not been received.
160,2811124,2811124,Wed Nov 22 07:32:55 +0000 2017,@117634 I've had a kindle unlimited payment of £7.99 debit my bank account. I don't have a Kindle????,payment_unexpected_charge,payment_unexpected_charge,Unexpected Kindle Unlimited charge.
161,65727,65727,Thu Nov 30 08:18:14 +0000 2017,@AmazonHelp @115851 Why my item was delivered after cancelling it through customer care. Why are u People torturing me .fed up past 6 days r true show of amazon,random_hard,order_cancellation_modification,Order was delivered despite being cancelled.
162,1650936,1650936,Mon Nov 06 06:06:13 +0000 2017,@115833 @121284 @AmazonHelp Is this correct? I can't find it in my iOS app. https://t.co/ExPKW5cbq5,technical_product_issue,technical_product_issue,Cannot find/access something in the iOS app.
163,2834259,2834259,Mon Nov 27 15:19:55 +0000 2017,@AmazonHelp But how can it be a deal of the day if it's not even available to buy? Makes no sense.,random_hard,technical_product_issue,Deal item is unavailable for purchase.
164,777866,777866,Thu Oct 12 03:59:21 +0000 2017,夜にアマゾンで注文したんだけど、未だに支払いメールが来ない…在庫はあるみたいだったんだけどなぁ。,random_hard,payment_unexpected_charge,Payment email/number has not been received.
165,2590172,2590172,Fri Nov 17 01:56:57 +0000 2017,"@AmazonHelp Yes, still not working. Tried on 2 iPhones",damaged_defective_wrong_item,technical_product_issue,Functionality is still not working across devices.
166,428643,428643,Tue Oct 10 14:31:32 +0000 2017,@AmazonHelp Already done 4 times no luck still waiting for 1of ur agents to pick up the return it’s like a punishment order from @171152,return_refund,return_refund,Repeated return pickup failure.
167,303501,303501,Wed Aug 02 18:54:14 +0000 2017,@AmazonHelp seller central account remains suspended. No one can answer why? Can you help?,seller_marketplace,account_access,Seller Central account remains suspended.
168,1893408,1893408,Wed Oct 18 12:30:03 +0000 2017,"@AmazonHelp Thank you so much, I was rewarded my full refund 🙂",return_refund,return_refund,Customer received a full refund.
169,1044310,1044310,Mon Oct 23 10:10:02 +0000 2017,"@AmazonHelp https://t.co/D45kFrjnfj  my colleagues are having the same issues, i've been trying to process orders for two hours now.",random_hard,technical_product_issue,Unable to process orders.
170,2216888,2216888,Fri Nov 10 18:32:54 +0000 2017,@AmazonHelp You say this line and you ask me to return that item... then wait for 3-5 days for refund and then re order... I'm fed up of listening this bullshit . It's your mistake that you took 11 days and did nothing. I'm not gonna wait more.,return_refund,return_refund,Return and refund process complaint.
171,393108,393108,Mon Oct 09 16:41:30 +0000 2017,"@115850 Very poor from Amazon. got an item different from what I ordered. no return, no refund. Poor customer service as well. https://t.co/0ISMh0gNUG",return_refund,damaged_defective_wrong_item,Wrong item received.
172,2964009,2964009,Wed Nov 29 22:05:50 +0000 2017,"Geht mir das so auf den Zeiger! Und dafür zahlt man  ""Prime""  und nein will nicht den Kundendienst kontaktieren,  bringt nix und mal nen Bonus fürs ewige verzögern bekommt man auch nicht!  @116316 https://t.co/TLGDb1sTzV",prime_membership_benefit,delivery_delay,Repeated delivery delays.
173,2456031,2456031,Wed Nov 15 04:33:43 +0000 2017,@115821 May I have customer service’s contact information? Tracking shows my package was delivered to a resident but we have not received it.,package_not_received,package_not_received,Tracking says delivered but package was not received.
174,500741,500741,Fri Nov 17 09:12:53 +0000 2017,"Is there anyone to help me out? Really very disappointed by @115850 don't know where my refund is, you guys have taken the product but didn't issue the refund yet. Kindly reply! https://t.co/RkXTeWX3CV",return_refund,return_refund,Returned product but refund has not been issued.
175,727115,727115,Wed Oct 11 11:41:52 +0000 2017,@AmazonHelp form filled and submitted,random_hard,other_unclear,Form submission confirmation without underlying context.
176,2073910,2073910,Wed Nov 08 09:17:28 +0000 2017,"@115821 you signed me up for Prime w/o my knowledge then when I went to cancel it said I don't have Prime, now I've been charged! Disgusting!",order_cancellation_modification,prime_membership_benefit,Unwanted Prime signup and charge.
177,749718,749718,Wed Oct 11 19:21:57 +0000 2017,@AmazonHelp can u please intiate a private conversation so i can share the error message which im getting while sending the complaint.,technical_product_issue,technical_product_issue,Error occurs while submitting a complaint.
178,13159,13159,Sun Oct 22 16:05:38 +0000 2017,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,order_cancellation_modification,order_cancellation_modification,Customer is cancelling the order.
179,1612569,1612569,Sun Nov 26 09:37:29 +0000 2017,@AmazonHelp No correspondence received whatsoever,random_hard,other_unclear,No correspondence received; underlying issue is unknown.
180,2011939,2011939,Wed Oct 18 20:41:27 +0000 2017,@AmazonHelp I couldn't even view music from the app but it seems it have corrected itself. Thank you,technical_product_issue,technical_product_issue,Problem viewing music through the app.
181,1117056,1117056,Thu Oct 19 15:15:53 +0000 2017,"@AmazonHelp form filled no reply yet
such an unstrustworthy service by amazon 3 days delayed from expected delivery date",delivery_delay,delivery_delay,Order is explicitly three days delayed.
182,80621,80621,Thu Nov 30 13:35:23 +0000 2017,"@AmazonHelp Please start with what I entered at https://t.co/vGP02JEJpy this morning, per your request last night. ""I've extended your extended"" was your response to that, without addressing whether or not I would be charged for not returning the items that I did not receive, etc.",return_refund,return_refund,Return/non-returned item and potential refund charge issue.
183,1738590,1738590,Tue Oct 17 19:34:41 +0000 2017,"@115821 Is there a way to combine an old Amazon account and a current account, if I no longer have access to the old email? Thanks.",account_access,account_access,Old account/email access issue.
184,1586176,1586176,Sat Nov 04 17:40:24 +0000 2017,Hi @116935 if you accept user suggestions for your iOS app where would I send them?,technical_product_issue,technical_product_issue,iOS app feature/suggestion request.
185,2694121,2694121,Wed Nov 08 13:40:05 +0000 2017,@AmazonHelp 連絡ありがとうございます！ツイートにはありませんでしたが、他にも品を購入し、発送先が台湾だったので国内での配送がヤマト運輸になるという事はありますでしょうか？明日朝届くので確認してみたいと思います。,random_hard,tracking_delivery_status,Delivery/carrier information and status question.
186,970828,970828,Sat Oct 14 06:57:28 +0000 2017,"@AmazonHelp Ok
But we trust on you
Not on seller",seller_marketplace,seller_marketplace,Concern about trusting the seller.
187,2633226,2633226,Tue Oct 31 00:19:35 +0000 2017,@115830 Hiya! I'm trying to contact a seller for an order I placed but there's no option to on my account/orders. Please help!,seller_marketplace,seller_marketplace,Customer wants to contact the seller.
188,2380875,2380875,Wed Nov 15 04:37:41 +0000 2017,"@AmazonHelp Done. Look forward to having this resolved at the earliest. Although please note that my concern is with Amazon US, not India. Also, I used my number to sign in through the app so I do not have any email associated with my amazon account.",account_access,account_access,Sign-in/account configuration issue.
189,2735635,2735635,Sun Nov 26 23:46:42 +0000 2017,@AmazonHelp What about it being after the 2 day prime window like so many of my other orders?,prime_membership_benefit,prime_membership_benefit,Complaint about Prime two-day delivery benefit.
190,2316948,2316948,Mon Nov 13 06:30:32 +0000 2017,"@115850 @AmazonHelp 
As per Great India Sale on 9th August to 12th August 2017, i should get 15% cashback of ₹750.60 for order value ₹5004 .I made payment using SBI Credit card through Amazon mobile app.But i had received only 10% cashback of ₹500.40 on 11th Nov 2017.",payment_unexpected_charge,payment_unexpected_charge,Expected cashback differs from received cashback.
191,2549016,2549016,Mon Oct 30 14:17:05 +0000 2017,@AmazonHelp This is what you get on the app not he best way to ship a kids toy would be best to ship it in a box as a standard to avoid ruining suprises https://t.co/fh2mrLu0F3,technical_product_issue,damaged_defective_wrong_item,Packaging concern that may have damaged the product.
192,2428202,2428202,Sun Nov 26 17:56:10 +0000 2017,"@115850 hi there, need to discuss about selling our products through your site so plz let me know mail I’d &amp; phone number so that I can speak. No tool free number plz",random_hard,seller_marketplace,Wants to sell products through Amazon.
193,2310499,2310499,Mon Nov 13 03:55:11 +0000 2017,"Since 7th Sept 2017 I have not received refund from RBL Bk  Rs.6998/- Which is denied online debit card Amazon payment. But Amazon refunded  same to RBL Bk but till date RBL bk not refund to my account. Several times I have sent emails, spoken with custcare  officers",package_not_received,return_refund,Amazon issued refund but bank has not credited it.
194,1557232,1557232,Sat Nov 04 12:28:46 +0000 2017,@AmazonHelp Done already,random_hard,other_unclear,Insufficient context.
195,2708450,2708450,Mon Nov 20 23:10:31 +0000 2017,"@AmazonHelp Still not working, any help?",damaged_defective_wrong_item,other_unclear,Insufficient context about what is not working.
196,738377,738377,Wed Oct 11 12:58:15 +0000 2017,@AmazonHelp 3rd party seller,seller_marketplace,seller_marketplace,Third-party seller context.
197,47868,47868,Wed Nov 01 16:58:21 +0000 2017,@115830 Recent Prime order not received. @126705 says delivered. How to obtain proof of posting needed to claim from @126705? Thx.,package_not_received,package_not_received,Delivered status but customer did not receive the order.
198,1318264,1318264,Fri Oct 27 08:48:13 +0000 2017,@AmazonHelp Disappointed being a prime customer.,prime_membership_benefit,prime_membership_benefit,Prime membership dissatisfaction.
199,378182,378182,Mon Oct 09 04:10:51 +0000 2017,"@AmazonHelp my delivery date says pending, but before it said the 11th. Does this mean that you're unsure when I'll get my package?",random_hard,tracking_delivery_status,Delivery date is pending/uncertain.
200,1681812,1681812,Mon Oct 30 14:18:41 +0000 2017,"@115830 Hi. I placed an order a month ago, delivery date exceeded. No item delivered. No response from emails sent. Both seller and amazon",seller_marketplace,delivery_delay,Expected delivery date has passed and item was not delivered.
